entity,iter,beta,truck,plant,trips,delivered,selected,wait_pl,wait_cd,no_empty,no_full,util_%,queue_loaded,queue_empty_p,queue_empty_cd
truck,79,0.5,1.0,1,27.0,29,30,10.78,0.0,0.0,3.0,97.76,0,0,0
truck,79,0.5,2.0,2,26.0,25,26,0.0,7.3,4.0,0.0,98.48,0,0,0
truck,79,0.5,3.0,3,28.0,24,25,8.63,0.38,1.0,2.0,98.12,0,0,0
plant,79,0.5,,1,,29,30,,,,,,0,0,0
plant,79,0.5,,2,,25,26,,,,,,0,0,0
plant,79,0.5,,3,,24,25,,,,,,0,0,0
truck,80,0.5,1.0,1,26.0,29,29,2.91,0.44,1.0,2.0,99.3,0,0,1
truck,80,0.5,2.0,2,27.0,25,26,12.27,0.0,0.0,3.0,97.44,0,0,0
truck,80,0.5,3.0,3,28.0,25,26,4.12,0.0,0.0,2.0,99.14,0,0,0
plant,80,0.5,,1,,29,29,,,,,,0,0,1
plant,80,0.5,,2,,25,26,,,,,,0,0,0
plant,80,0.5,,3,,25,26,,,,,,0,0,0
truck,81,0.5,1.0,1,28.0,30,30,6.37,0.38,1.0,2.0,98.59,0,0,1
truck,81,0.5,2.0,2,26.0,26,26,0.0,1.27,1.0,0.0,99.73,0,0,1
truck,81,0.5,3.0,3,27.0,25,25,8.5,0.0,0.0,3.0,98.23,0,0,1
plant,81,0.5,,1,,30,30,,,,,,0,0,1
plant,81,0.5,,2,,26,26,,,,,,0,0,1
plant,81,0.5,,3,,25,25,,,,,,0,0,1
truck,82,0.5,1.0,1,27.0,30,30,1.26,2.27,2.0,2.0,99.26,0,0,1
truck,82,0.5,2.0,2,28.0,25,26,0.72,0.0,0.0,1.0,99.85,1,0,0
truck,82,0.5,3.0,3,27.0,25,26,4.07,0.0,0.0,2.0,99.15,0,0,0
plant,82,0.5,,1,,30,30,,,,,,0,0,1
plant,82,0.5,,2,,25,26,,,,,,1,0,0
plant,82,0.5,,3,,25,26,,,,,,0,0,0
truck,83,0.5,1.0,1,27.0,28,29,0.15,5.99,7.0,1.0,98.72,0,0,0
truck,83,0.5,2.0,2,27.0,25,26,8.33,5.04,1.0,7.0,97.22,1,0,0
truck,83,0.5,3.0,3,26.0,25,25,0.0,17.32,19.0,0.0,96.39,1,0,1
plant,83,0.5,,1,,28,29,,,,,,0,0,0
plant,83,0.5,,2,,25,26,,,,,,1,0,0
plant,83,0.5,,3,,25,25,,,,,,1,0,1
truck,84,0.5,1.0,1,27.0,28,29,9.34,10.68,6.0,4.0,95.83,0,0,0
truck,84,0.5,2.0,2,26.0,25,25,14.98,7.39,5.0,3.0,95.34,0,0,1
truck,84,0.5,3.0,3,26.0,24,25,9.57,15.72,8.0,2.0,94.73,1,0,0
plant,84,0.5,,1,,28,29,,,,,,0,0,0
plant,84,0.5,,2,,25,25,,,,,,0,0,1
plant,84,0.5,,3,,24,25,,,,,,1,0,0
truck,85,0.5,1.0,1,27.0,26,27,21.12,2.33,3.0,8.0,95.11,1,0,0
truck,85,0.5,2.0,2,26.0,25,26,2.04,4.16,2.0,2.0,98.71,1,0,0
truck,85,0.5,3.0,3,26.0,25,26,1.4,32.03,24.0,2.0,93.04,0,0,0
plant,85,0.5,,1,,26,27,,,,,,1,0,0
plant,85,0.5,,2,,25,26,,,,,,1,0,0
plant,85,0.5,,3,,25,26,,,,,,0,0,0
truck,86,0.5,1.0,1,27.0,28,29,8.86,0.28,1.0,2.0,98.1,0,0,0
truck,86,0.5,2.0,2,26.0,25,26,7.63,5.59,5.0,3.0,97.25,0,0,0
truck,86,0.5,3.0,3,28.0,24,25,3.3,4.77,6.0,2.0,98.32,0,0,0
plant,86,0.5,,1,,28,29,,,,,,0,0,0
plant,86,0.5,,2,,25,26,,,,,,0,0,0
plant,86,0.5,,3,,24,25,,,,,,0,0,0
truck,87,0.5,1.0,1,27.0,28,29,0.0,10.03,9.0,0.0,97.91,0,0,0
truck,87,0.5,2.0,2,27.0,25,26,0.75,2.35,3.0,1.0,99.35,0,0,0
truck,87,0.5,3.0,3,27.0,25,26,6.08,1.95,1.0,3.0,98.33,0,0,0
plant,87,0.5,,1,,28,29,,,,,,0,0,0
plant,87,0.5,,2,,25,26,,,,,,0,0,0
plant,87,0.5,,3,,25,26,,,,,,0,0,0
truck,88,0.5,1.0,1,27.0,28,29,6.17,10.58,10.0,4.0,96.51,0,0,0
truck,88,0.5,2.0,2,26.0,25,25,0.0,17.55,12.0,0.0,96.34,0,0,1
truck,88,0.5,3.0,3,26.0,24,25,4.51,18.07,15.0,2.0,95.3,0,0,0
plant,88,0.5,,1,,28,29,,,,,,0,0,0
plant,88,0.5,,2,,25,25,,,,,,0,0,1
plant,88,0.5,,3,,24,25,,,,,,0,0,0
truck,89,0.5,1.0,1,27.0,29,29,1.15,6.83,8.0,2.0,98.34,0,0,1
truck,89,0.5,2.0,2,26.0,25,26,8.58,8.84,9.0,1.0,96.37,1,0,0
truck,89,0.5,3.0,3,27.0,25,25,4.72,1.88,2.0,3.0,98.62,0,0,1
plant,89,0.5,,1,,29,29,,,,,,0,0,1
plant,89,0.5,,2,,25,26,,,,,,1,0,0
plant,89,0.5,,3,,25,25,,,,,,0,0,1
truck,90,0.5,1.0,1,27.0,27,28,26.08,0.05,1.0,8.0,94.56,0,0,0
truck,90,0.5,2.0,2,26.0,25,25,0.0,13.86,9.0,0.0,97.11,0,0,1
truck,90,0.5,3.0,3,25.0,24,25,0.0,5.75,2.0,0.0,98.8,0,0,0
plant,90,0.5,,1,,27,28,,,,,,0,0,0
plant,90,0.5,,2,,25,25,,,,,,0,0,1
plant,90,0.5,,3,,24,25,,,,,,0,0,0
truck,91,0.5,1.0,1,26.0,26,27,7.32,22.19,15.0,3.0,93.85,0,0,0
truck,91,0.5,2.0,2,25.0,25,25,8.95,17.65,12.0,2.0,94.46,1,0,1
truck,91,0.5,3.0,3,26.0,24,25,0.0,36.95,19.0,0.0,92.3,1,0,0
plant,91,0.5,,1,,26,27,,,,,,0,0,0
plant,91,0.5,,2,,25,25,,,,,,1,0,1
plant,91,0.5,,3,,24,25,,,,,,1,0,0
truck,92,0.5,1.0,1,27.0,28,29,0.4,11.38,10.0,1.0,97.55,1,0,0
truck,92,0.5,2.0,2,27.0,25,26,2.94,3.46,6.0,4.0,98.67,0,0,0
truck,92,0.5,3.0,3,26.0,25,25,2.3,11.6,11.0,1.0,97.1,0,0,1
plant,92,0.5,,1,,28,29,,,,,,1,0,0
plant,92,0.5,,2,,25,26,,,,,,0,0,0
plant,92,0.5,,3,,25,25,,,,,,0,0,1
truck,93,0.5,1.0,1,28.0,29,30,2.29,5.73,6.0,2.0,98.33,0,0,0
truck,93,0.5,2.0,2,27.0,25,26,2.12,6.39,7.0,3.0,98.23,0,0,0
truck,93,0.5,3.0,3,27.0,25,26,0.06,4.48,5.0,1.0,99.05,1,0,0
plant,93,0.5,,1,,29,30,,,,,,0,0,0
plant,93,0.5,,2,,25,26,,,,,,0,0,0
plant,93,0.5,,3,,25,26,,,,,,1,0,0
truck,94,0.5,1.0,1,27.0,28,29,0.0,8.32,6.0,0.0,98.27,0,0,0
truck,94,0.5,2.0,2,26.0,25,26,0.0,11.3,14.0,0.0,97.65,1,0,0
truck,94,0.5,3.0,3,27.0,24,25,4.24,29.43,17.0,3.0,92.99,1,0,0
plant,94,0.5,,1,,28,29,,,,,,0,0,0
plant,94,0.5,,2,,25,26,,,,,,1,0,0
plant,94,0.5,,3,,24,25,,,,,,1,0,0
truck,95,0.5,1.0,1,26.0,28,28,0.0,8.25,8.0,0.0,98.28,1,0,1
truck,95,0.5,2.0,2,26.0,26,26,0.0,6.26,9.0,0.0,98.7,0,0,1
truck,95,0.5,3.0,3,28.0,25,26,15.82,0.89,1.0,6.0,96.52,0,0,0
plant,95,0.5,,1,,28,28,,,,,,1,0,1
plant,95,0.5,,2,,26,26,,,,,,0,0,1
plant,95,0.5,,3,,25,26,,,,,,0,0,0
truck,96,0.5,1.0,1,28.0,28,29,0.0,3.1,4.0,0.0,99.35,0,0,0
truck,96,0.5,2.0,2,26.0,25,26,0.57,19.04,14.0,2.0,95.91,1,0,0
truck,96,0.5,3.0,3,26.0,24,25,0.0,1.72,1.0,0.0,99.64,0,0,0
plant,96,0.5,,1,,28,29,,,,,,0,0,0
plant,96,0.5,,2,,25,26,,,,,,1,0,0
plant,96,0.5,,3,,24,25,,,,,,0,0,0
truck,97,0.5,1.0,1,27.0,29,30,8.12,10.4,10.0,2.0,96.14,0,0,0
truck,97,0.5,2.0,2,26.0,24,25,3.51,5.12,2.0,2.0,98.2,0,0,0
truck,97,0.5,3.0,3,27.0,24,25,6.16,4.13,4.0,5.0,97.86,0,0,0
plant,97,0.5,,1,,29,30,,,,,,0,0,0
plant,97,0.5,,2,,24,25,,,,,,0,0,0
plant,97,0.5,,3,,24,25,,,,,,0,0,0
truck,98,0.5,1.0,1,27.0,28,29,0.6,8.26,5.0,2.0,98.15,1,0,0
truck,98,0.5,2.0,2,27.0,25,26,1.06,28.7,16.0,1.0,93.8,0,0,0
truck,98,0.5,3.0,3,26.0,24,25,0.0,9.82,10.0,0.0,97.95,1,0,0
plant,98,0.5,,1,,28,29,,,,,,1,0,0
plant,98,0.5,,2,,25,26,,,,,,0,0,0
plant,98,0.5,,3,,24,25,,,,,,1,0,0
truck,99,0.5,1.0,1,27.0,28,29,0.0,4.22,8.0,0.0,99.12,0,0,0
truck,99,0.5,2.0,2,27.0,25,26,1.56,33.97,19.0,1.0,92.6,1,0,0
truck,99,0.5,3.0,3,26.0,24,25,0.0,3.42,3.0,0.0,99.29,0,0,0
plant,99,0.5,,1,,28,29,,,,,,0,0,0
plant,99,0.5,,2,,25,26,,,,,,1,0,0
plant,99,0.5,,3,,24,25,,,,,,0,0,0
truck,0,1.0,1.0,1,28.0,29,30,1.26,2.33,3.0,2.0,99.25,0,0,0
truck,0,1.0,2.0,2,26.0,25,26,0.78,25.64,17.0,1.0,94.5,0,0,0
truck,0,1.0,3.0,3,27.0,24,25,3.95,4.74,9.0,2.0,98.19,1,0,0
plant,0,1.0,,1,,29,30,,,,,,0,0,0
plant,0,1.0,,2,,25,26,,,,,,0,0,0
plant,0,1.0,,3,,24,25,,,,,,1,0,0
truck,1,1.0,1.0,1,27.0,28,29,0.0,13.55,12.0,0.0,97.18,0,0,0
truck,1,1.0,2.0,2,27.0,25,26,1.31,24.1,13.0,1.0,94.71,0,0,0
truck,1,1.0,3.0,3,26.0,24,25,0.71,7.9,4.0,1.0,98.21,0,0,0
plant,1,1.0,,1,,28,29,,,,,,0,0,0
plant,1,1.0,,2,,25,26,,,,,,0,0,0
plant,1,1.0,,3,,24,25,,,,,,0,0,0
truck,2,1.0,1.0,1,28.0,28,29,0.0,10.74,9.0,0.0,97.76,0,0,0
truck,2,1.0,2.0,2,27.0,26,27,0.0,3.0,2.0,0.0,99.37,1,0,0
truck,2,1.0,3.0,3,27.0,25,26,0.1,24.83,13.0,1.0,94.81,1,0,0
plant,2,1.0,,1,,28,29,,,,,,0,0,0
plant,2,1.0,,2,,26,27,,,,,,1,0,0
plant,2,1.0,,3,,25,26,,,,,,1,0,0
truck,3,1.0,1.0,1,27.0,28,28,9.33,0.0,0.0,7.0,98.06,0,0,1
truck,3,1.0,2.0,2,27.0,25,26,0.0,11.86,9.0,0.0,97.53,0,0,0
truck,3,1.0,3.0,3,25.0,25,25,2.94,6.77,5.0,2.0,97.98,0,0,1
plant,3,1.0,,1,,28,28,,,,,,0,0,1
plant,3,1.0,,2,,25,26,,,,,,0,0,0
plant,3,1.0,,3,,25,25,,,,,,0,0,1
truck,4,1.0,1.0,1,27.0,27,28,0.99,4.3,7.0,1.0,98.9,1,0,0
truck,4,1.0,2.0,2,27.0,25,26,16.62,25.33,16.0,4.0,91.26,1,0,0
truck,4,1.0,3.0,3,26.0,24,25,0.0,31.57,20.0,0.0,93.42,1,0,0
plant,4,1.0,,1,,27,28,,,,,,1,0,0
plant,4,1.0,,2,,25,26,,,,,,1,0,0
plant,4,1.0,,3,,24,25,,,,,,1,0,0
truck,5,1.0,1.0,1,26.0,27,28,9.26,0.0,0.0,2.0,98.07,0,0,0
truck,5,1.0,2.0,2,28.0,26,27,5.92,0.0,0.0,3.0,98.77,0,0,0
truck,5,1.0,3.0,3,27.0,25,26,8.31,0.0,0.0,1.0,98.27,1,0,0
plant,5,1.0,,1,,27,28,,,,,,0,0,0
plant,5,1.0,,2,,26,27,,,,,,0,0,0
plant,5,1.0,,3,,25,26,,,,,,1,0,0
truck,6,1.0,1.0,1,28.0,27,28,0.0,11.78,10.0,0.0,97.55,0,0,0
truck,6,1.0,2.0,2,25.0,26,27,1.78,8.42,5.0,2.0,97.87,0,0,0
truck,6,1.0,3.0,3,27.0,24,25,1.93,20.02,14.0,3.0,95.43,0,0,0
plant,6,1.0,,1,,27,28,,,,,,0,0,0
plant,6,1.0,,2,,26,27,,,,,,0,0,0
plant,6,1.0,,3,,24,25,,,,,,0,0,0
truck,7,1.0,1.0,1,28.0,29,29,3.31,3.94,3.0,1.0,98.49,1,0,1
truck,7,1.0,2.0,2,27.0,26,27,0.0,3.41,6.0,0.0,99.29,1,0,0
truck,7,1.0,3.0,3,27.0,25,26,0.0,11.81,8.0,0.0,97.54,0,0,0
plant,7,1.0,,1,,29,29,,,,,,1,0,1
plant,7,1.0,,2,,26,27,,,,,,1,0,0
plant,7,1.0,,3,,25,26,,,,,,0,0,0
truck,8,1.0,1.0,1,27.0,28,29,14.0,9.7,10.0,3.0,95.06,0,0,0
truck,8,1.0,2.0,2,27.0,25,26,18.46,1.05,2.0,4.0,95.93,1,0,0
truck,8,1.0,3.0,3,26.0,24,25,0.0,8.97,8.0,0.0,98.13,1,0,0
plant,8,1.0,,1,,28,29,,,,,,0,0,0
plant,8,1.0,,2,,25,26,,,,,,1,0,0
plant,8,1.0,,3,,24,25,,,,,,1,0,0
truck,9,1.0,1.0,1,27.0,28,29,7.4,16.34,11.0,3.0,95.05,1,0,0
truck,9,1.0,2.0,2,26.0,24,25,3.99,11.47,7.0,1.0,96.78,0,0,0
truck,9,1.0,3.0,3,26.0,24,25,8.46,8.95,9.0,2.0,96.37,0,0,0
plant,9,1.0,,1,,28,29,,,,,,1,0,0
plant,9,1.0,,2,,24,25,,,,,,0,0,0
plant,9,1.0,,3,,24,25,,,,,,0,0,0
truck,10,1.0,1.0,1,27.0,26,27,4.82,24.35,24.0,3.0,93.92,0,0,0
truck,10,1.0,2.0,2,25.0,25,26,6.46,20.44,13.0,3.0,94.4,0,0,0
truck,10,1.0,3.0,3,27.0,25,26,0.0,2.82,3.0,0.0,99.41,0,0,0
plant,10,1.0,,1,,26,27,,,,,,0,0,0
plant,10,1.0,,2,,25,26,,,,,,0,0,0
plant,10,1.0,,3,,25,26,,,,,,0,0,0
truck,11,1.0,1.0,1,27.0,26,27,13.78,21.73,15.0,8.0,92.6,0,0,0
truck,11,1.0,2.0,2,26.0,25,26,0.0,29.23,14.0,0.0,93.91,0,0,0
truck,11,1.0,3.0,3,25.0,25,25,0.0,3.79,5.0,0.0,99.21,0,0,1
plant,11,1.0,,1,,26,27,,,,,,0,0,0
plant,11,1.0,,2,,25,26,,,,,,0,0,0
plant,11,1.0,,3,,25,25,,,,,,0,0,1
truck,12,1.0,1.0,1,28.0,28,29,1.29,0.88,2.0,2.0,99.55,1,0,0
truck,12,1.0,2.0,2,27.0,26,27,10.97,1.41,1.0,4.0,97.42,1,0,0
truck,12,1.0,3.0,3,27.0,25,26,0.02,4.36,4.0,1.0,99.09,1,0,0
plant,12,1.0,,1,,28,29,,,,,,1,0,0
plant,12,1.0,,2,,26,27,,,,,,1,0,0
plant,12,1.0,,3,,25,26,,,,,,1,0,0
truck,13,1.0,1.0,1,28.0,29,30,2.49,8.18,9.0,3.0,97.78,0,0,0
truck,13,1.0,2.0,2,26.0,24,25,4.86,6.15,8.0,2.0,97.71,1,0,0
truck,13,1.0,3.0,3,27.0,24,25,2.24,21.53,16.0,1.0,95.05,1,0,0
plant,13,1.0,,1,,29,30,,,,,,0,0,0
plant,13,1.0,,2,,24,25,,,,,,1,0,0
plant,13,1.0,,3,,24,25,,,,,,1,0,0
truck,14,1.0,1.0,1,28.0,28,29,1.02,7.84,9.0,1.0,98.15,0,0,0
truck,14,1.0,2.0,2,26.0,25,26,3.77,9.71,6.0,1.0,97.19,1,0,0
truck,14,1.0,3.0,3,26.0,24,25,0.0,12.05,7.0,0.0,97.49,0,0,0
plant,14,1.0,,1,,28,29,,,,,,0,0,0
plant,14,1.0,,2,,25,26,,,,,,1,0,0
plant,14,1.0,,3,,24,25,,,,,,0,0,0
truck,15,1.0,1.0,1,28.0,27,28,9.21,5.82,5.0,4.0,96.87,0,0,0
truck,15,1.0,2.0,2,26.0,25,26,0.0,1.94,4.0,0.0,99.6,0,0,0
truck,15,1.0,3.0,3,26.0,25,26,0.0,5.52,7.0,0.0,98.85,1,0,0
plant,15,1.0,,1,,27,28,,,,,,0,0,0
plant,15,1.0,,2,,25,26,,,,,,0,0,0
plant,15,1.0,,3,,25,26,,,,,,1,0,0
truck,16,1.0,1.0,1,27.0,27,28,1.01,34.95,17.0,1.0,92.51,1,0,0
truck,16,1.0,2.0,2,26.0,25,26,0.0,8.2,8.0,0.0,98.29,0,1,0
truck,16,1.0,3.0,3,26.0,25,25,4.06,8.61,9.0,1.0,97.36,0,0,1
plant,16,1.0,,1,,27,28,,,,,,1,0,0
plant,16,1.0,,2,,25,26,,,,,,0,1,0
plant,16,1.0,,3,,25,25,,,,,,0,0,1
truck,17,1.0,1.0,1,27.0,29,29,3.05,0.24,1.0,4.0,99.31,1,0,1
truck,17,1.0,2.0,2,28.0,26,27,0.33,1.69,2.0,1.0,99.58,0,0,0
truck,17,1.0,3.0,3,27.0,25,26,0.0,0.0,0.0,0.0,100.0,0,0,0
plant,17,1.0,,1,,29,29,,,,,,1,0,1
plant,17,1.0,,2,,26,27,,,,,,0,0,0
plant,17,1.0,,3,,25,26,,,,,,0,0,0
truck,18,1.0,1.0,1,28.0,29,30,1.13,2.37,3.0,2.0,99.27,0,0,0
truck,18,1.0,2.0,2,27.0,26,26,0.14,3.37,6.0,1.0,99.27,0,0,1
truck,18,1.0,3.0,3,27.0,25,26,0.3,15.69,12.0,1.0,96.67,1,0,0
plant,18,1.0,,1,,29,30,,,,,,0,0,0
plant,18,1.0,,2,,26,26,,,,,,0,0,1
plant,18,1.0,,3,,25,26,,,,,,1,0,0
truck,19,1.0,1.0,1,27.0,28,29,16.12,2.35,4.0,4.0,96.15,1,0,0
truck,19,1.0,2.0,2,26.0,26,26,1.56,12.89,8.0,1.0,96.99,0,0,1
truck,19,1.0,3.0,3,27.0,24,25,0.0,6.64,5.0,0.0,98.62,0,0,0
plant,19,1.0,,1,,28,29,,,,,,1,0,0
plant,19,1.0,,2,,26,26,,,,,,0,0,1
plant,19,1.0,,3,,24,25,,,,,,0,0,0
truck,20,1.0,1.0,1,28.0,29,29,8.96,0.0,0.0,4.0,98.13,0,0,1
truck,20,1.0,2.0,2,26.0,26,27,0.0,0.14,1.0,0.0,99.97,0,0,0
truck,20,1.0,3.0,3,27.0,24,25,3.13,7.52,6.0,1.0,97.78,0,0,0
plant,20,1.0,,1,,29,29,,,,,,0,0,1
plant,20,1.0,,2,,26,27,,,,,,0,0,0
plant,20,1.0,,3,,24,25,,,,,,0,0,0
truck,21,1.0,1.0,1,26.0,28,28,4.59,1.9,4.0,2.0,98.65,1,0,1
truck,21,1.0,2.0,2,26.0,25,26,3.22,20.49,15.0,1.0,95.06,1,0,0
truck,21,1.0,3.0,3,27.0,24,25,10.03,21.7,14.0,2.0,93.39,0,0,0
plant,21,1.0,,1,,28,28,,,,,,1,0,1
plant,21,1.0,,2,,25,26,,,,,,1,0,0
plant,21,1.0,,3,,24,25,,,,,,0,0,0
truck,22,1.0,1.0,1,26.0,27,28,0.92,28.58,20.0,1.0,93.85,0,0,0
truck,22,1.0,2.0,2,26.0,25,25,6.4,17.66,10.0,5.0,94.99,0,0,1
truck,22,1.0,3.0,3,26.0,24,25,6.3,6.94,4.0,3.0,97.24,1,0,0
plant,22,1.0,,1,,27,28,,,,,,0,0,0
plant,22,1.0,,2,,25,25,,,,,,0,0,1
plant,22,1.0,,3,,24,25,,,,,,1,0,0
truck,23,1.0,1.0,1,27.0,28,29,0.57,8.85,12.0,1.0,98.04,0,0,0
truck,23,1.0,2.0,2,27.0,26,27,9.57,6.65,8.0,1.0,96.62,0,0,0
truck,23,1.0,3.0,3,27.0,24,25,1.67,0.57,1.0,1.0,99.53,0,0,0
plant,23,1.0,,1,,28,29,,,,,,0,0,0
plant,23,1.0,,2,,26,27,,,,,,0,0,0
plant,23,1.0,,3,,24,25,,,,,,0,0,0
truck,24,1.0,1.0,1,26.0,28,29,4.91,5.26,4.0,2.0,97.88,0,0,0
truck,24,1.0,2.0,2,27.0,25,26,7.66,10.68,7.0,2.0,96.18,1,0,0
truck,24,1.0,3.0,3,27.0,24,25,0.0,15.03,12.0,0.0,96.87,0,0,0
plant,24,1.0,,1,,28,29,,,,,,0,0,0
plant,24,1.0,,2,,25,26,,,,,,1,0,0
plant,24,1.0,,3,,24,25,,,,,,0,0,0
truck,25,1.0,1.0,1,27.0,28,29,9.59,3.95,2.0,5.0,97.18,1,0,0
truck,25,1.0,2.0,2,26.0,25,26,1.82,10.08,8.0,3.0,97.52,1,0,0
truck,25,1.0,3.0,3,27.0,24,25,5.72,24.84,15.0,1.0,93.63,0,0,0
plant,25,1.0,,1,,28,29,,,,,,1,0,0
plant,25,1.0,,2,,25,26,,,,,,1,0,0
plant,25,1.0,,3,,24,25,,,,,,0,0,0
truck,26,1.0,1.0,1,27.0,29,29,0.93,1.88,3.0,1.0,99.41,0,0,1
truck,26,1.0,2.0,2,27.0,25,26,0.0,2.77,3.0,0.0,99.42,0,0,0
truck,26,1.0,3.0,3,26.0,24,25,5.9,0.0,0.0,2.0,98.77,0,0,0
plant,26,1.0,,1,,29,29,,,,,,0,0,1
plant,26,1.0,,2,,25,26,,,,,,0,0,0
plant,26,1.0,,3,,24,25,,,,,,0,0,0
truck,27,1.0,1.0,1,27.0,27,28,9.28,9.0,8.0,5.0,96.19,0,0,0
truck,27,1.0,2.0,2,26.0,25,26,0.0,17.1,10.0,0.0,96.44,0,0,0
truck,27,1.0,3.0,3,26.0,25,25,0.0,11.72,6.0,0.0,97.56,0,0,1
plant,27,1.0,,1,,27,28,,,,,,0,0,0
plant,27,1.0,,2,,25,26,,,,,,0,0,0
plant,27,1.0,,3,,25,25,,,,,,0,0,1
truck,28,1.0,1.0,1,26.0,28,29,1.0,9.39,9.0,1.0,97.84,1,0,0
truck,28,1.0,2.0,2,26.0,25,26,11.07,4.52,3.0,4.0,96.75,1,0,0
truck,28,1.0,3.0,3,28.0,24,25,0.0,33.19,19.0,0.0,93.09,1,0,0
plant,28,1.0,,1,,28,29,,,,,,1,0,0
plant,28,1.0,,2,,25,26,,,,,,1,0,0
plant,28,1.0,,3,,24,25,,,,,,1,0,0
truck,29,1.0,1.0,1,28.0,29,30,1.44,4.46,3.0,2.0,98.77,1,0,0
truck,29,1.0,2.0,2,27.0,26,27,0.0,2.38,6.0,0.0,99.5,1,0,0
truck,29,1.0,3.0,3,27.0,24,25,0.0,4.49,5.0,0.0,99.06,0,0,0
plant,29,1.0,,1,,29,30,,,,,,1,0,0
plant,29,1.0,,2,,26,27,,,,,,1,0,0
plant,29,1.0,,3,,24,25,,,,,,0,0,0
truck,30,1.0,1.0,1,27.0,29,29,0.58,11.3,9.0,2.0,97.52,1,0,1
truck,30,1.0,2.0,2,27.0,26,26,0.42,0.75,1.0,1.0,99.76,0,0,1
truck,30,1.0,3.0,3,27.0,25,26,0.0,6.29,5.0,0.0,98.69,1,0,0
plant,30,1.0,,1,,29,29,,,,,,1,0,1
plant,30,1.0,,2,,26,26,,,,,,0,0,1
plant,30,1.0,,3,,25,26,,,,,,1,0,0
truck,31,1.0,1.0,1,26.0,26,27,0.13,13.87,11.0,1.0,97.09,1,0,0
truck,31,1.0,2.0,2,26.0,24,25,0.4,19.58,14.0,1.0,95.84,0,0,0
truck,31,1.0,3.0,3,25.0,24,25,2.51,58.35,27.0,1.0,87.32,0,0,0
plant,31,1.0,,1,,26,27,,,,,,1,0,0
plant,31,1.0,,2,,24,25,,,,,,0,0,0
plant,31,1.0,,3,,24,25,,,,,,0,0,0
truck,32,1.0,1.0,1,28.0,29,29,0.88,0.4,1.0,1.0,99.73,0,0,1
truck,32,1.0,2.0,2,27.0,26,27,0.0,0.85,2.0,0.0,99.82,0,0,0
truck,32,1.0,3.0,3,27.0,26,26,0.0,1.07,1.0,0.0,99.78,0,0,1
plant,32,1.0,,1,,29,29,,,,,,0,0,1
plant,32,1.0,,2,,26,27,,,,,,0,0,0
plant,32,1.0,,3,,26,26,,,,,,0,0,1
truck,33,1.0,1.0,1,27.0,28,29,1.1,9.57,11.0,1.0,97.78,1,0,0
truck,33,1.0,2.0,2,26.0,25,26,0.0,2.09,2.0,0.0,99.56,0,0,0
truck,33,1.0,3.0,3,27.0,25,25,8.05,10.9,7.0,2.0,96.05,0,0,1
plant,33,1.0,,1,,28,29,,,,,,1,0,0
plant,33,1.0,,2,,25,26,,,,,,0,0,0
plant,33,1.0,,3,,25,25,,,,,,0,0,1
truck,34,1.0,1.0,1,27.0,28,29,2.69,0.96,1.0,2.0,99.24,0,0,0
truck,34,1.0,2.0,2,27.0,26,27,9.01,2.51,2.0,2.0,97.6,1,0,0
truck,34,1.0,3.0,3,28.0,25,26,0.0,1.1,4.0,0.0,99.77,1,0,0
plant,34,1.0,,1,,28,29,,,,,,0,0,0
plant,34,1.0,,2,,26,27,,,,,,1,0,0
plant,34,1.0,,3,,25,26,,,,,,1,0,0
truck,35,1.0,1.0,1,27.0,28,28,0.0,16.41,7.0,0.0,96.58,0,0,1
truck,35,1.0,2.0,2,26.0,25,26,5.44,10.53,10.0,3.0,96.67,0,0,0
truck,35,1.0,3.0,3,26.0,24,25,3.91,3.34,4.0,2.0,98.49,0,0,0
plant,35,1.0,,1,,28,28,,,,,,0,0,1
plant,35,1.0,,2,,25,26,,,,,,0,0,0
plant,35,1.0,,3,,24,25,,,,,,0,0,0
truck,36,1.0,1.0,1,26.0,28,28,1.69,4.09,7.0,2.0,98.8,0,0,1
truck,36,1.0,2.0,2,27.0,25,26,6.34,2.57,4.0,6.0,98.14,0,0,0
truck,36,1.0,3.0,3,26.0,25,25,4.38,14.26,11.0,1.0,96.12,0,0,1
plant,36,1.0,,1,,28,28,,,,,,0,0,1
plant,36,1.0,,2,,25,26,,,,,,0,0,0
plant,36,1.0,,3,,25,25,,,,,,0,0,1
truck,37,1.0,1.0,1,27.0,28,28,2.72,3.35,5.0,2.0,98.74,0,0,1
truck,37,1.0,2.0,2,26.0,25,26,9.06,12.55,6.0,3.0,95.5,0,0,0
truck,37,1.0,3.0,3,26.0,25,25,5.97,11.23,8.0,1.0,96.42,0,0,1
plant,37,1.0,,1,,28,28,,,,,,0,0,1
plant,37,1.0,,2,,25,26,,,,,,0,0,0
plant,37,1.0,,3,,25,25,,,,,,0,0,1
truck,38,1.0,1.0,1,27.0,27,28,0.68,11.9,12.0,1.0,97.38,0,0,0
truck,38,1.0,2.0,2,27.0,25,26,0.0,30.98,19.0,0.0,93.55,0,0,0
truck,38,1.0,3.0,3,26.0,24,25,0.0,10.36,6.0,0.0,97.84,0,0,0
plant,38,1.0,,1,,27,28,,,,,,0,0,0
plant,38,1.0,,2,,25,26,,,,,,0,0,0
plant,38,1.0,,3,,24,25,,,,,,0,0,0
truck,39,1.0,1.0,1,27.0,28,29,6.95,1.86,4.0,4.0,98.17,0,0,0
