entity,iter,beta,truck,plant,trips,delivered,selected,wait_pl,wait_cd,no_empty,no_full,util_%,queue_loaded,queue_empty_p,queue_empty_cd
plant,58,0.0,,1,,29,29,,,,,,1,0,1
plant,58,0.0,,2,,25,26,,,,,,0,0,0
plant,58,0.0,,3,,24,25,,,,,,0,0,0
truck,59,0.0,1.0,1,27.0,30,31,11.62,2.47,1.0,2.0,97.07,0,0,0
truck,59,0.0,2.0,2,28.0,25,26,9.07,7.54,4.0,2.0,96.54,0,0,0
truck,59,0.0,3.0,3,26.0,22,23,3.6,3.74,2.0,2.0,98.47,0,0,0
plant,59,0.0,,1,,30,31,,,,,,0,0,0
plant,59,0.0,,2,,25,26,,,,,,0,0,0
plant,59,0.0,,3,,22,23,,,,,,0,0,0
truck,60,0.0,1.0,1,28.0,29,30,3.63,6.26,6.0,3.0,97.94,1,0,0
truck,60,0.0,2.0,2,27.0,26,27,3.67,11.0,11.0,3.0,96.94,1,0,0
truck,60,0.0,3.0,3,26.0,23,24,7.98,10.03,6.0,1.0,96.25,1,0,0
plant,60,0.0,,1,,29,30,,,,,,1,0,0
plant,60,0.0,,2,,26,27,,,,,,1,0,0
plant,60,0.0,,3,,23,24,,,,,,1,0,0
truck,61,0.0,1.0,1,26.0,29,30,19.4,1.47,2.0,6.0,95.65,0,0,0
truck,61,0.0,2.0,2,28.0,27,28,3.16,1.84,2.0,3.0,98.96,0,0,0
truck,61,0.0,3.0,3,26.0,21,22,6.32,8.49,6.0,1.0,96.91,0,0,0
plant,61,0.0,,1,,29,30,,,,,,0,0,0
plant,61,0.0,,2,,27,28,,,,,,0,0,0
plant,61,0.0,,3,,21,22,,,,,,0,0,0
truck,62,0.0,1.0,1,27.0,28,29,5.88,15.37,8.0,2.0,95.57,1,0,0
truck,62,0.0,2.0,2,27.0,25,26,0.0,11.04,8.0,0.0,97.7,1,0,0
truck,62,0.0,3.0,3,26.0,24,25,5.34,13.77,8.0,2.0,96.02,0,0,0
plant,62,0.0,,1,,28,29,,,,,,1,0,0
plant,62,0.0,,2,,25,26,,,,,,1,0,0
plant,62,0.0,,3,,24,25,,,,,,0,0,0
truck,63,0.0,1.0,1,26.0,28,29,8.26,0.86,1.0,2.0,98.1,0,0,0
truck,63,0.0,2.0,2,27.0,26,27,1.78,0.45,1.0,1.0,99.54,0,0,0
truck,63,0.0,3.0,3,28.0,24,25,1.4,0.85,1.0,2.0,99.53,0,0,0
plant,63,0.0,,1,,28,29,,,,,,0,0,0
plant,63,0.0,,2,,26,27,,,,,,0,0,0
plant,63,0.0,,3,,24,25,,,,,,0,0,0
truck,64,0.0,1.0,1,27.0,29,30,7.62,15.05,11.0,5.0,95.28,1,0,0
truck,64,0.0,2.0,2,26.0,26,26,7.86,6.75,5.0,1.0,96.95,0,0,1
truck,64,0.0,3.0,3,27.0,23,24,12.89,1.15,1.0,5.0,97.08,1,0,0
plant,64,0.0,,1,,29,30,,,,,,1,0,0
plant,64,0.0,,2,,26,26,,,,,,0,0,1
plant,64,0.0,,3,,23,24,,,,,,1,0,0
truck,65,0.0,1.0,1,28.0,30,31,12.35,6.58,5.0,6.0,96.06,1,0,0
truck,65,0.0,2.0,2,26.0,26,27,17.12,0.0,0.0,4.0,96.43,1,0,0
truck,65,0.0,3.0,3,27.0,22,23,7.55,4.09,3.0,3.0,97.57,0,0,0
plant,65,0.0,,1,,30,31,,,,,,1,0,0
plant,65,0.0,,2,,26,27,,,,,,1,0,0
plant,65,0.0,,3,,22,23,,,,,,0,0,0
truck,66,0.0,1.0,1,28.0,28,29,4.27,2.42,4.0,5.0,98.61,1,0,0
truck,66,0.0,2.0,2,26.0,27,28,9.04,20.33,16.0,3.0,93.88,0,0,0
truck,66,0.0,3.0,3,25.0,21,22,11.42,4.55,5.0,3.0,96.67,0,0,0
plant,66,0.0,,1,,28,29,,,,,,1,0,0
plant,66,0.0,,2,,27,28,,,,,,0,0,0
plant,66,0.0,,3,,21,22,,,,,,0,0,0
truck,67,0.0,1.0,1,26.0,25,26,31.2,17.88,14.0,6.0,89.77,0,0,0
truck,67,0.0,2.0,2,24.0,24,25,0.0,24.31,21.0,0.0,94.93,1,0,0
truck,67,0.0,3.0,3,25.0,23,24,0.0,63.72,35.0,0.0,86.72,1,0,0
plant,67,0.0,,1,,25,26,,,,,,0,0,0
plant,67,0.0,,2,,24,25,,,,,,1,0,0
plant,67,0.0,,3,,23,24,,,,,,1,0,0
truck,68,0.0,1.0,1,27.0,28,29,0.15,14.04,9.0,1.0,97.04,0,0,0
truck,68,0.0,2.0,2,27.0,26,26,2.97,0.0,0.0,3.0,99.38,0,0,1
truck,68,0.0,3.0,3,26.0,24,25,0.0,6.05,7.0,0.0,98.74,1,0,0
plant,68,0.0,,1,,28,29,,,,,,0,0,0
plant,68,0.0,,2,,26,26,,,,,,0,0,1
plant,68,0.0,,3,,24,25,,,,,,1,0,0
truck,69,0.0,1.0,1,27.0,29,29,0.79,11.68,7.0,1.0,97.4,0,0,1
truck,69,0.0,2.0,2,26.0,26,26,12.33,8.11,5.0,3.0,95.74,0,0,1
truck,69,0.0,3.0,3,26.0,24,24,4.14,6.88,7.0,3.0,97.7,0,0,1
plant,69,0.0,,1,,29,29,,,,,,0,0,1
plant,69,0.0,,2,,26,26,,,,,,0,0,1
plant,69,0.0,,3,,24,24,,,,,,0,0,1
truck,70,0.0,1.0,1,28.0,28,29,3.66,6.04,9.0,3.0,97.98,1,0,0
truck,70,0.0,2.0,2,26.0,26,26,0.0,20.16,15.0,0.0,95.8,0,0,1
truck,70,0.0,3.0,3,26.0,25,25,7.55,6.67,7.0,4.0,97.04,0,0,1
plant,70,0.0,,1,,28,29,,,,,,1,0,0
plant,70,0.0,,2,,26,26,,,,,,0,0,1
plant,70,0.0,,3,,25,25,,,,,,0,0,1
truck,71,0.0,1.0,1,27.0,27,28,0.3,15.45,14.0,1.0,96.72,1,0,0
truck,71,0.0,2.0,2,26.0,25,26,0.0,2.54,3.0,0.0,99.47,1,0,0
truck,71,0.0,3.0,3,27.0,25,26,5.03,9.2,9.0,3.0,97.04,0,0,0
plant,71,0.0,,1,,27,28,,,,,,1,0,0
plant,71,0.0,,2,,25,26,,,,,,1,0,0
plant,71,0.0,,3,,25,26,,,,,,0,0,0
truck,72,0.0,1.0,1,28.0,30,31,2.5,7.0,4.0,4.0,98.02,0,0,0
truck,72,0.0,2.0,2,27.0,26,27,0.13,4.16,3.0,1.0,99.11,1,0,0
truck,72,0.0,3.0,3,27.0,23,24,11.12,0.0,0.0,7.0,97.68,0,0,0
plant,72,0.0,,1,,30,31,,,,,,0,0,0
plant,72,0.0,,2,,26,27,,,,,,1,0,0
plant,72,0.0,,3,,23,24,,,,,,0,0,0
truck,73,0.0,1.0,1,28.0,31,31,0.64,1.51,1.0,1.0,99.55,0,0,1
truck,73,0.0,2.0,2,26.0,26,27,14.67,3.65,5.0,2.0,96.18,1,0,0
truck,73,0.0,3.0,3,25.0,21,21,24.08,0.0,0.0,4.0,94.98,0,0,1
plant,73,0.0,,1,,31,31,,,,,,0,0,1
plant,73,0.0,,2,,26,27,,,,,,1,0,0
plant,73,0.0,,3,,21,21,,,,,,0,0,1
truck,74,0.0,1.0,1,27.0,28,29,0.12,12.47,10.0,1.0,97.38,1,0,0
truck,74,0.0,2.0,2,27.0,25,26,1.46,15.5,14.0,1.0,96.47,0,1,0
truck,74,0.0,3.0,3,26.0,23,24,15.77,5.22,6.0,7.0,95.63,1,0,0
plant,74,0.0,,1,,28,29,,,,,,1,0,0
plant,74,0.0,,2,,25,26,,,,,,0,1,0
plant,74,0.0,,3,,23,24,,,,,,1,0,0
truck,75,0.0,1.0,1,26.0,27,28,0.41,13.0,12.0,1.0,97.21,1,0,0
truck,75,0.0,2.0,2,28.0,26,26,2.3,23.92,20.0,1.0,94.54,0,0,1
truck,75,0.0,3.0,3,25.0,24,25,15.13,0.0,0.0,4.0,96.85,0,0,0
plant,75,0.0,,1,,27,28,,,,,,1,0,0
plant,75,0.0,,2,,26,26,,,,,,0,0,1
plant,75,0.0,,3,,24,25,,,,,,0,0,0
truck,76,0.0,1.0,1,28.0,32,33,9.73,0.0,0.0,4.0,97.97,1,0,0
truck,76,0.0,2.0,2,27.0,26,27,10.69,0.0,0.0,5.0,97.77,1,0,0
truck,76,0.0,3.0,3,26.0,21,21,29.56,0.0,0.0,6.0,93.84,0,0,1
plant,76,0.0,,1,,32,33,,,,,,1,0,0
plant,76,0.0,,2,,26,27,,,,,,1,0,0
plant,76,0.0,,3,,21,21,,,,,,0,0,1
truck,77,0.0,1.0,1,27.0,29,30,0.24,8.0,5.0,2.0,98.28,1,0,0
truck,77,0.0,2.0,2,28.0,26,27,0.9,6.57,6.0,3.0,98.44,0,0,0
truck,77,0.0,3.0,3,25.0,23,23,15.27,2.97,3.0,5.0,96.2,0,0,1
plant,77,0.0,,1,,29,30,,,,,,1,0,0
plant,77,0.0,,2,,26,27,,,,,,0,0,0
plant,77,0.0,,3,,23,23,,,,,,0,0,1
truck,78,0.0,1.0,1,26.0,28,28,2.05,7.27,5.0,1.0,98.06,0,0,1
truck,78,0.0,2.0,2,27.0,25,26,3.67,33.95,19.0,3.0,92.16,1,0,0
truck,78,0.0,3.0,3,26.0,24,25,1.27,20.99,11.0,1.0,95.36,1,0,0
plant,78,0.0,,1,,28,28,,,,,,0,0,1
plant,78,0.0,,2,,25,26,,,,,,1,0,0
plant,78,0.0,,3,,24,25,,,,,,1,0,0
truck,79,0.0,1.0,1,25.0,28,29,13.9,6.79,6.0,4.0,95.69,0,0,0
truck,79,0.0,2.0,2,25.0,25,25,0.0,16.69,9.0,0.0,96.52,0,0,1
truck,79,0.0,3.0,3,28.0,23,24,16.5,10.7,8.0,5.0,94.33,0,0,0
plant,79,0.0,,1,,28,29,,,,,,0,0,0
plant,79,0.0,,2,,25,25,,,,,,0,0,1
plant,79,0.0,,3,,23,24,,,,,,0,0,0
truck,80,0.0,1.0,1,27.0,29,30,3.45,4.59,7.0,1.0,98.32,0,0,0
truck,80,0.0,2.0,2,27.0,26,27,19.85,0.0,0.0,5.0,95.86,1,0,0
truck,80,0.0,3.0,3,28.0,23,24,12.74,0.0,0.0,7.0,97.35,0,0,0
plant,80,0.0,,1,,29,30,,,,,,0,0,0
plant,80,0.0,,2,,26,27,,,,,,1,0,0
plant,80,0.0,,3,,23,24,,,,,,0,0,0
truck,81,0.0,1.0,1,28.0,29,30,6.49,2.54,4.0,2.0,98.12,0,0,0
truck,81,0.0,2.0,2,26.0,26,26,0.12,5.74,5.0,1.0,98.78,0,0,1
truck,81,0.0,3.0,3,26.0,24,24,7.43,11.7,8.0,1.0,96.02,0,0,1
plant,81,0.0,,1,,29,30,,,,,,0,0,0
plant,81,0.0,,2,,26,26,,,,,,0,0,1
plant,81,0.0,,3,,24,24,,,,,,0,0,1
truck,82,0.0,1.0,1,28.0,29,30,11.59,5.75,5.0,3.0,96.39,0,0,0
truck,82,0.0,2.0,2,27.0,25,26,11.23,3.52,4.0,4.0,96.93,0,0,0
truck,82,0.0,3.0,3,26.0,24,25,3.43,5.64,8.0,1.0,98.11,0,0,0
plant,82,0.0,,1,,29,30,,,,,,0,0,0
plant,82,0.0,,2,,25,26,,,,,,0,0,0
plant,82,0.0,,3,,24,25,,,,,,0,0,0
truck,83,0.0,1.0,1,27.0,29,30,0.15,13.73,7.0,1.0,97.11,0,0,0
truck,83,0.0,2.0,2,28.0,25,26,8.63,2.75,3.0,7.0,97.63,0,0,0
truck,83,0.0,3.0,3,26.0,24,25,0.0,4.76,5.0,0.0,99.01,1,0,0
plant,83,0.0,,1,,29,30,,,,,,0,0,0
plant,83,0.0,,2,,25,26,,,,,,0,0,0
plant,83,0.0,,3,,24,25,,,,,,1,0,0
truck,84,0.0,1.0,1,27.0,27,28,7.91,17.45,10.0,1.0,94.72,0,0,0
truck,84,0.0,2.0,2,26.0,26,27,12.69,10.43,7.0,7.0,95.18,0,0,0
truck,84,0.0,3.0,3,26.0,23,24,13.66,4.17,3.0,3.0,96.29,0,0,0
plant,84,0.0,,1,,27,28,,,,,,0,0,0
plant,84,0.0,,2,,26,27,,,,,,0,0,0
plant,84,0.0,,3,,23,24,,,,,,0,0,0
truck,85,0.0,1.0,1,27.0,26,27,21.12,2.33,3.0,8.0,95.11,1,0,0
truck,85,0.0,2.0,2,26.0,25,26,2.04,4.16,2.0,2.0,98.71,1,0,0
truck,85,0.0,3.0,3,26.0,25,26,1.4,32.03,24.0,2.0,93.04,0,0,0
plant,85,0.0,,1,,26,27,,,,,,1,0,0
plant,85,0.0,,2,,25,26,,,,,,1,0,0
plant,85,0.0,,3,,25,26,,,,,,0,0,0
truck,86,0.0,1.0,1,27.0,28,29,8.86,6.1,5.0,2.0,96.88,1,0,0
truck,86,0.0,2.0,2,26.0,26,27,2.17,0.76,1.0,1.0,99.39,0,0,0
truck,86,0.0,3.0,3,27.0,24,24,8.37,2.42,3.0,3.0,97.75,0,0,1
plant,86,0.0,,1,,28,29,,,,,,1,0,0
plant,86,0.0,,2,,26,27,,,,,,0,0,0
plant,86,0.0,,3,,24,24,,,,,,0,0,1
truck,87,0.0,1.0,1,27.0,31,31,6.48,0.0,0.0,2.0,98.65,0,0,1
truck,87,0.0,2.0,2,27.0,27,27,10.72,1.09,2.0,1.0,97.54,1,0,1
truck,87,0.0,3.0,3,27.0,22,23,16.97,0.0,0.0,6.0,96.46,0,0,0
plant,87,0.0,,1,,31,31,,,,,,0,0,1
plant,87,0.0,,2,,27,27,,,,,,1,0,1
plant,87,0.0,,3,,22,23,,,,,,0,0,0
truck,88,0.0,1.0,1,28.0,31,31,3.56,7.37,9.0,3.0,97.72,0,0,1
truck,88,0.0,2.0,2,27.0,26,27,1.37,0.79,2.0,2.0,99.55,1,0,0
truck,88,0.0,3.0,3,26.0,22,23,23.39,0.1,1.0,7.0,95.11,0,0,0
plant,88,0.0,,1,,31,31,,,,,,0,0,1
plant,88,0.0,,2,,26,27,,,,,,1,0,0
plant,88,0.0,,3,,22,23,,,,,,0,0,0
truck,89,0.0,1.0,1,27.0,28,29,1.98,6.83,8.0,2.0,98.16,0,0,0
truck,89,0.0,2.0,2,27.0,26,27,0.43,9.75,9.0,1.0,97.88,0,0,0
truck,89,0.0,3.0,3,27.0,25,25,3.98,1.88,2.0,3.0,98.78,0,0,1
plant,89,0.0,,1,,28,29,,,,,,0,0,0
plant,89,0.0,,2,,26,27,,,,,,0,0,0
plant,89,0.0,,3,,25,25,,,,,,0,0,1
truck,90,0.0,1.0,1,27.0,30,31,21.5,0.0,0.0,6.0,95.52,0,0,0
truck,90,0.0,2.0,2,27.0,26,27,0.0,0.0,0.0,0.0,100.0,1,0,0
truck,90,0.0,3.0,3,27.0,21,22,12.9,2.29,1.0,3.0,96.84,1,0,0
plant,90,0.0,,1,,30,31,,,,,,0,0,0
plant,90,0.0,,2,,26,27,,,,,,1,0,0
plant,90,0.0,,3,,21,22,,,,,,1,0,0
truck,91,0.0,1.0,1,26.0,26,27,7.32,22.19,15.0,3.0,93.85,0,0,0
truck,91,0.0,2.0,2,25.0,25,25,8.95,17.65,12.0,2.0,94.46,1,0,1
truck,91,0.0,3.0,3,26.0,24,25,0.0,36.95,19.0,0.0,92.3,1,0,0
plant,91,0.0,,1,,26,27,,,,,,0,0,0
plant,91,0.0,,2,,25,25,,,,,,1,0,1
plant,91,0.0,,3,,24,25,,,,,,1,0,0
truck,92,0.0,1.0,1,27.0,28,29,0.4,11.38,10.0,1.0,97.55,1,0,0
truck,92,0.0,2.0,2,27.0,25,26,2.94,3.46,6.0,4.0,98.67,0,0,0
truck,92,0.0,3.0,3,26.0,25,25,2.3,11.6,11.0,1.0,97.1,0,0,1
plant,92,0.0,,1,,28,29,,,,,,1,0,0
plant,92,0.0,,2,,25,26,,,,,,0,0,0
plant,92,0.0,,3,,25,25,,,,,,0,0,1
truck,93,0.0,1.0,1,28.0,29,30,3.85,2.89,5.0,4.0,98.6,0,0,0
truck,93,0.0,2.0,2,27.0,25,26,0.5,9.41,9.0,1.0,97.93,0,0,0
truck,93,0.0,3.0,3,27.0,25,26,0.06,4.48,5.0,1.0,99.05,1,0,0
plant,93,0.0,,1,,29,30,,,,,,0,0,0
plant,93,0.0,,2,,25,26,,,,,,0,0,0
plant,93,0.0,,3,,25,26,,,,,,1,0,0
truck,94,0.0,1.0,1,27.0,29,30,0.81,27.58,15.0,1.0,94.09,1,0,0
truck,94,0.0,2.0,2,26.0,25,25,0.0,5.12,8.0,0.0,98.93,0,0,1
truck,94,0.0,3.0,3,26.0,23,24,15.88,4.3,2.0,7.0,95.79,0,0,0
plant,94,0.0,,1,,29,30,,,,,,1,0,0
plant,94,0.0,,2,,25,25,,,,,,0,0,1
plant,94,0.0,,3,,23,24,,,,,,0,0,0
truck,95,0.0,1.0,1,26.0,28,29,0.0,6.54,4.0,0.0,98.64,0,0,0
truck,95,0.0,2.0,2,28.0,26,27,0.31,8.18,9.0,1.0,98.23,1,0,0
truck,95,0.0,3.0,3,27.0,24,25,17.79,1.6,3.0,6.0,95.96,1,0,0
plant,95,0.0,,1,,28,29,,,,,,0,0,0
plant,95,0.0,,2,,26,27,,,,,,1,0,0
plant,95,0.0,,3,,24,25,,,,,,1,0,0
truck,96,0.0,1.0,1,29.0,28,29,9.12,4.03,5.0,3.0,97.26,0,0,0
truck,96,0.0,2.0,2,25.0,25,26,3.6,1.89,2.0,1.0,98.86,1,0,0
truck,96,0.0,3.0,3,26.0,24,25,0.0,11.91,7.0,0.0,97.52,1,0,0
plant,96,0.0,,1,,28,29,,,,,,0,0,0
plant,96,0.0,,2,,25,26,,,,,,1,0,0
plant,96,0.0,,3,,24,25,,,,,,1,0,0
truck,97,0.0,1.0,1,28.0,31,31,8.34,0.0,0.0,6.0,98.26,0,0,1
truck,97,0.0,2.0,2,26.0,26,27,5.61,0.0,0.0,1.0,98.83,0,0,0
truck,97,0.0,3.0,3,27.0,23,23,14.97,2.14,3.0,3.0,96.44,1,0,1
plant,97,0.0,,1,,31,31,,,,,,0,0,1
plant,97,0.0,,2,,26,27,,,,,,0,0,0
plant,97,0.0,,3,,23,23,,,,,,1,0,1
truck,98,0.0,1.0,1,27.0,28,29,4.87,3.99,2.0,3.0,98.15,0,1,0
truck,98,0.0,2.0,2,26.0,26,27,2.49,0.05,1.0,2.0,99.47,1,0,0
truck,98,0.0,3.0,3,28.0,24,25,0.0,16.51,12.0,0.0,96.56,1,0,0
plant,98,0.0,,1,,28,29,,,,,,0,1,0
plant,98,0.0,,2,,26,27,,,,,,1,0,0
plant,98,0.0,,3,,24,25,,,,,,1,0,0
truck,99,0.0,1.0,1,26.0,28,29,11.51,15.38,9.0,2.0,94.4,0,0,0
truck,99,0.0,2.0,2,25.0,25,25,14.05,2.63,4.0,4.0,96.53,0,0,1
truck,99,0.0,3.0,3,26.0,22,23,11.37,8.67,5.0,4.0,95.83,0,0,0
plant,99,0.0,,1,,28,29,,,,,,0,0,0
plant,99,0.0,,2,,25,25,,,,,,0,0,1
plant,99,0.0,,3,,22,23,,,,,,0,0,0
truck,0,0.5,1.0,1,27.0,30,29,5.38,2.01,1.0,3.0,98.46,0,0,2
truck,0,0.5,2.0,2,27.0,25,26,0.82,18.08,15.0,2.0,96.06,0,0,0
truck,0,0.5,3.0,3,27.0,25,26,0.0,7.03,8.0,0.0,98.53,0,0,0
plant,0,0.5,,1,,30,29,,,,,,0,0,2
plant,0,0.5,,2,,25,26,,,,,,0,0,0
plant,0,0.5,,3,,25,26,,,,,,0,0,0
truck,1,0.5,1.0,1,28.0,30,30,0.0,1.93,3.0,0.0,99.6,0,0,1
truck,1,0.5,2.0,2,27.0,25,26,0.0,0.0,0.0,0.0,100.0,0,0,0
truck,1,0.5,3.0,3,26.0,25,25,2.81,0.0,0.0,1.0,99.41,0,0,1
plant,1,0.5,,1,,30,30,,,,,,0,0,1
plant,1,0.5,,2,,25,26,,,,,,0,0,0
plant,1,0.5,,3,,25,25,,,,,,0,0,1
truck,2,0.5,1.0,1,27.0,28,29,0.0,10.74,9.0,0.0,97.76,0,0,0
truck,2,0.5,2.0,2,26.0,26,26,1.07,3.0,2.0,2.0,99.15,0,0,1
truck,2,0.5,3.0,3,27.0,25,25,0.19,24.83,13.0,2.0,94.79,0,0,1
plant,2,0.5,,1,,28,29,,,,,,0,0,0
plant,2,0.5,,2,,26,26,,,,,,0,0,1
plant,2,0.5,,3,,25,25,,,,,,0,0,1
truck,3,0.5,1.0,1,27.0,28,29,9.86,0.11,1.0,8.0,97.92,0,0,0
truck,3,0.5,2.0,2,27.0,25,26,2.52,11.87,10.0,3.0,97.0,0,1,0
truck,3,0.5,3.0,3,26.0,24,25,4.51,12.79,8.0,3.0,96.4,1,0,0
plant,3,0.5,,1,,28,29,,,,,,0,0,0
plant,3,0.5,,2,,25,26,,,,,,0,1,0
plant,3,0.5,,3,,24,25,,,,,,1,0,0
truck,4,0.5,1.0,1,28.0,27,28,3.71,27.73,15.0,3.0,93.45,1,0,0
truck,4,0.5,2.0,2,26.0,25,26,0.0,8.51,7.0,0.0,98.23,0,0,0
truck,4,0.5,3.0,3,26.0,24,25,0.0,19.77,15.0,0.0,95.88,1,0,0
plant,4,0.5,,1,,27,28,,,,,,1,0,0
plant,4,0.5,,2,,25,26,,,,,,0,0,0
plant,4,0.5,,3,,24,25,,,,,,1,0,0
truck,5,0.5,1.0,1,27.0,29,30,3.0,1.58,2.0,1.0,99.05,1,0,0
truck,5,0.5,2.0,2,27.0,25,26,5.92,0.0,0.0,3.0,98.77,1,0,0
truck,5,0.5,3.0,3,27.0,25,25,14.31,0.0,0.0,3.0,97.02,1,0,1
plant,5,0.5,,1,,29,30,,,,,,1,0,0
plant,5,0.5,,2,,25,26,,,,,,1,0,0
plant,5,0.5,,3,,25,25,,,,,,1,0,1
truck,6,0.5,1.0,1,27.0,30,30,6.94,2.45,3.0,2.0,98.04,0,0,1
truck,6,0.5,2.0,2,28.0,25,26,1.21,0.11,1.0,1.0,99.72,0,0,0
truck,6,0.5,3.0,3,27.0,25,26,0.0,2.45,2.0,0.0,99.49,0,0,0
plant,6,0.5,,1,,30,30,,,,,,0,0,1
plant,6,0.5,,2,,25,26,,,,,,0,0,0
plant,6,0.5,,3,,25,26,,,,,,0,0,0
truck,7,0.5,1.0,1,28.0,30,30,8.84,5.75,5.0,2.0,96.96,1,0,1
truck,7,0.5,2.0,2,27.0,25,26,7.62,1.99,4.0,1.0,98.0,0,0,0
truck,7,0.5,3.0,3,26.0,24,25,6.9,11.67,7.0,1.0,96.13,1,0,0
plant,7,0.5,,1,,30,30,,,,,,1,0,1
plant,7,0.5,,2,,25,26,,,,,,0,0,0
plant,7,0.5,,3,,24,25,,,,,,1,0,0
truck,8,0.5,1.0,1,27.0,28,29,20.71,5.8,4.0,5.0,94.48,0,0,0
truck,8,0.5,2.0,2,26.0,24,25,2.85,4.81,3.0,1.0,98.41,0,0,0
truck,8,0.5,3.0,3,25.0,23,24,10.09,24.87,19.0,1.0,92.72,0,0,0
plant,8,0.5,,1,,28,29,,,,,,0,0,0
plant,8,0.5,,2,,24,25,,,,,,0,0,0
plant,8,0.5,,3,,23,24,,,,,,0,0,0
truck,9,0.5,1.0,1,27.0,29,29,4.55,1.73,2.0,3.0,98.69,0,0,1
truck,9,0.5,2.0,2,27.0,25,26,9.93,2.27,1.0,2.0,97.46,1,0,0
truck,9,0.5,3.0,3,26.0,24,25,0.29,2.12,2.0,1.0,99.5,0,0,0
plant,9,0.5,,1,,29,29,,,,,,0,0,1
plant,9,0.5,,2,,25,26,,,,,,1,0,0
plant,9,0.5,,3,,24,25,,,,,,0,0,0
truck,10,0.5,1.0,1,27.0,29,30,11.52,17.09,15.0,1.0,94.04,0,0,0
truck,10,0.5,2.0,2,27.0,25,26,6.46,2.66,1.0,3.0,98.1,1,0,0
truck,10,0.5,3.0,3,27.0,24,25,0.0,2.82,3.0,0.0,99.41,0,0,0
plant,10,0.5,,1,,29,30,,,,,,0,0,0
plant,10,0.5,,2,,25,26,,,,,,1,0,0
plant,10,0.5,,3,,24,25,,,,,,0,0,0
truck,11,0.5,1.0,1,27.0,26,27,13.78,21.73,15.0,8.0,92.6,0,0,0
truck,11,0.5,2.0,2,26.0,25,26,0.0,29.23,14.0,0.0,93.91,0,0,0
truck,11,0.5,3.0,3,25.0,25,25,0.0,3.79,5.0,0.0,99.21,0,0,1
plant,11,0.5,,1,,26,27,,,,,,0,0,0
plant,11,0.5,,2,,25,26,,,,,,0,0,0
plant,11,0.5,,3,,25,25,,,,,,0,0,1
truck,12,0.5,1.0,1,27.0,29,30,0.0,0.88,2.0,0.0,99.82,0,0,0
truck,12,0.5,2.0,2,28.0,26,26,10.97,1.41,1.0,4.0,97.42,0,0,1
truck,12,0.5,3.0,3,26.0,25,25,0.02,4.36,4.0,1.0,99.09,0,0,1
plant,12,0.5,,1,,29,30,,,,,,0,0,0
plant,12,0.5,,2,,26,26,,,,,,0,0,1
plant,12,0.5,,3,,25,25,,,,,,0,0,1
truck,13,0.5,1.0,1,28.0,29,30,1.2,8.62,4.0,3.0,97.95,0,0,0
truck,13,0.5,2.0,2,26.0,26,26,0.0,2.98,4.0,0.0,99.38,0,0,1
truck,13,0.5,3.0,3,27.0,25,25,2.71,4.7,6.0,2.0,98.46,0,0,1
plant,13,0.5,,1,,29,30,,,,,,0,0,0
plant,13,0.5,,2,,26,26,,,,,,0,0,1
plant,13,0.5,,3,,25,25,,,,,,0,0,1
truck,14,0.5,1.0,1,28.0,28,29,1.02,0.61,2.0,1.0,99.66,0,0,0
truck,14,0.5,2.0,2,27.0,25,26,5.89,3.29,3.0,2.0,98.09,0,0,0
truck,14,0.5,3.0,3,26.0,25,26,0.0,9.41,8.0,0.0,98.04,0,0,0
plant,14,0.5,,1,,28,29,,,,,,0,0,0
plant,14,0.5,,2,,25,26,,,,,,0,0,0
plant,14,0.5,,3,,25,26,,,,,,0,0,0
truck,15,0.5,1.0,1,28.0,28,29,10.2,4.72,4.0,5.0,96.89,0,0,0
truck,15,0.5,2.0,2,26.0,25,26,0.0,1.94,4.0,0.0,99.6,0,0,0
truck,15,0.5,3.0,3,26.0,25,25,0.0,5.45,6.0,0.0,98.87,0,0,1
plant,15,0.5,,1,,28,29,,,,,,0,0,0
plant,15,0.5,,2,,25,26,,,,,,0,0,0
plant,15,0.5,,3,,25,25,,,,,,0,0,1
truck,16,0.5,1.0,1,27.0,27,28,1.98,34.95,17.0,2.0,92.31,0,1,0
truck,16,0.5,2.0,2,26.0,25,26,0.0,8.2,8.0,0.0,98.29,0,0,0
truck,16,0.5,3.0,3,26.0,25,25,4.06,8.61,9.0,1.0,97.36,1,0,1
plant,16,0.5,,1,,27,28,,,,,,0,1,0
plant,16,0.5,,2,,25,26,,,,,,0,0,0
plant,16,0.5,,3,,25,25,,,,,,1,0,1
truck,17,0.5,1.0,1,27.0,27,28,0.44,7.8,8.0,2.0,98.28,1,0,0
truck,17,0.5,2.0,2,27.0,25,26,0.17,19.55,14.0,1.0,95.89,0,0,0
truck,17,0.5,3.0,3,25.0,24,25,7.3,26.78,14.0,3.0,92.9,1,0,0
plant,17,0.5,,1,,27,28,,,,,,1,0,0
plant,17,0.5,,2,,25,26,,,,,,0,0,0
plant,17,0.5,,3,,24,25,,,,,,1,0,0
truck,18,0.5,1.0,1,28.0,29,30,6.54,11.06,7.0,3.0,96.33,1,0,0
truck,18,0.5,2.0,2,26.0,25,26,0.14,0.74,1.0,1.0,99.82,1,0,0
truck,18,0.5,3.0,3,27.0,24,25,13.81,6.26,7.0,4.0,95.82,0,0,0
plant,18,0.5,,1,,29,30,,,,,,1,0,0
plant,18,0.5,,2,,25,26,,,,,,1,0,0
