entity,iter,beta,truck,plant,trips,delivered,selected,wait_pl,wait_cd,no_empty,no_full,util_%
truck,57,0.0,3.0,3,16.0,13,14,94.55,0.0,0.0,8.0,80.3
truck,57,0.0,4.0,1,15.0,28,29,112.34,0.0,0.0,8.0,76.6
plant,57,0.0,,1,,28,29,,,,,
plant,57,0.0,,2,,20,20,,,,,
plant,57,0.0,,3,,13,14,,,,,
truck,58,0.0,1.0,1,16.0,29,30,83.53,0.0,0.0,10.0,82.6
truck,58,0.0,2.0,2,17.0,19,20,42.54,0.0,0.0,4.0,91.14
truck,58,0.0,3.0,3,15.0,13,13,132.37,2.4,2.0,9.0,71.92
truck,58,0.0,4.0,1,15.0,29,30,119.76,0.0,0.0,11.0,75.05
plant,58,0.0,,1,,29,30,,,,,
plant,58,0.0,,2,,19,20,,,,,
plant,58,0.0,,3,,13,13,,,,,
truck,59,0.0,1.0,1,16.0,27,28,87.21,0.0,0.0,9.0,81.83
truck,59,0.0,2.0,2,15.0,20,21,102.46,0.0,0.0,8.0,78.65
truck,59,0.0,3.0,3,15.0,14,13,103.52,4.72,3.0,7.0,77.45
truck,59,0.0,4.0,1,16.0,27,28,83.83,0.0,0.0,7.0,82.54
plant,59,0.0,,1,,27,28,,,,,
plant,59,0.0,,2,,20,21,,,,,
plant,59,0.0,,3,,14,13,,,,,
truck,60,0.0,1.0,1,15.0,28,28,109.86,0.0,0.0,9.0,77.11
truck,60,0.0,2.0,2,15.0,21,22,119.75,4.2,3.0,9.0,74.18
truck,60,0.0,3.0,3,17.0,12,12,36.1,0.0,0.0,4.0,92.48
truck,60,0.0,4.0,1,15.0,28,28,114.54,0.0,0.0,8.0,76.14
plant,60,0.0,,1,,28,28,,,,,
plant,60,0.0,,2,,21,22,,,,,
plant,60,0.0,,3,,12,12,,,,,
truck,61,0.0,1.0,1,15.0,28,29,110.96,0.0,0.0,9.0,76.88
truck,61,0.0,2.0,2,16.0,19,19,86.39,2.11,2.0,7.0,81.56
truck,61,0.0,3.0,3,15.0,14,14,120.81,0.0,0.0,10.0,74.83
truck,61,0.0,4.0,1,16.0,28,29,56.81,0.0,0.0,5.0,88.16
plant,61,0.0,,1,,28,29,,,,,
plant,61,0.0,,2,,19,19,,,,,
plant,61,0.0,,3,,14,14,,,,,
truck,62,0.0,1.0,1,16.0,30,30,85.72,0.0,0.0,7.0,82.14
truck,62,0.0,2.0,2,16.0,20,20,89.08,0.0,0.0,8.0,81.44
truck,62,0.0,3.0,3,15.0,12,12,95.08,2.45,2.0,7.0,79.68
truck,62,0.0,4.0,1,15.0,30,30,118.35,0.0,0.0,11.0,75.34
plant,62,0.0,,1,,30,30,,,,,
plant,62,0.0,,2,,20,20,,,,,
plant,62,0.0,,3,,12,12,,,,,
truck,63,0.0,1.0,1,15.0,29,30,114.84,0.0,0.0,8.0,76.08
truck,63,0.0,2.0,2,15.0,21,21,118.4,3.41,1.0,9.0,74.62
truck,63,0.0,3.0,3,17.0,11,12,59.57,0.0,0.0,5.0,87.59
truck,63,0.0,4.0,1,16.0,29,30,86.53,0.0,0.0,8.0,81.97
plant,63,0.0,,1,,29,30,,,,,
plant,63,0.0,,2,,21,21,,,,,
plant,63,0.0,,3,,11,12,,,,,
truck,64,0.0,1.0,1,15.0,26,27,126.92,0.0,0.0,9.0,73.56
truck,64,0.0,2.0,2,16.0,20,21,77.77,0.0,0.0,6.0,83.8
truck,64,0.0,3.0,3,16.0,15,14,66.05,4.56,1.0,7.0,85.29
truck,64,0.0,4.0,1,15.0,26,27,124.62,0.0,0.0,9.0,74.04
plant,64,0.0,,1,,26,27,,,,,
plant,64,0.0,,2,,20,21,,,,,
plant,64,0.0,,3,,15,14,,,,,
truck,65,0.0,1.0,1,15.0,29,29,116.65,0.0,0.0,10.0,75.7
truck,65,0.0,2.0,2,14.0,19,20,133.52,4.35,3.0,10.0,71.28
truck,65,0.0,3.0,3,16.0,13,12,65.54,0.0,0.0,6.0,86.35
truck,65,0.0,4.0,1,16.0,29,29,87.84,0.0,0.0,7.0,81.7
plant,65,0.0,,1,,29,29,,,,,
plant,65,0.0,,2,,19,20,,,,,
plant,65,0.0,,3,,13,12,,,,,
truck,66,0.0,1.0,1,15.0,29,29,114.43,0.0,0.0,9.0,76.16
truck,66,0.0,2.0,2,14.0,20,20,139.93,2.2,2.0,11.0,70.39
truck,66,0.0,3.0,3,16.0,11,11,56.95,0.0,0.0,5.0,88.14
truck,66,0.0,4.0,1,15.0,29,29,103.44,0.0,0.0,8.0,78.45
plant,66,0.0,,1,,29,29,,,,,
plant,66,0.0,,2,,20,20,,,,,
plant,66,0.0,,3,,11,11,,,,,
truck,67,0.0,1.0,1,16.0,28,28,82.95,0.0,0.0,7.0,82.72
truck,67,0.0,2.0,2,15.0,19,19,95.8,0.0,0.0,7.0,80.04
truck,67,0.0,3.0,3,15.0,14,14,97.46,1.81,2.0,7.0,79.32
truck,67,0.0,4.0,1,15.0,28,28,110.02,0.0,0.0,7.0,77.08
plant,67,0.0,,1,,28,28,,,,,
plant,67,0.0,,2,,19,19,,,,,
plant,67,0.0,,3,,14,14,,,,,
truck,68,0.0,1.0,1,16.0,28,29,101.91,0.0,0.0,8.0,78.77
truck,68,0.0,2.0,2,15.0,20,21,117.33,2.09,1.0,10.0,75.12
truck,68,0.0,3.0,3,16.0,13,13,92.41,0.0,0.0,8.0,80.75
truck,68,0.0,4.0,1,16.0,28,29,61.19,0.0,0.0,6.0,87.25
plant,68,0.0,,1,,28,29,,,,,
plant,68,0.0,,2,,20,21,,,,,
plant,68,0.0,,3,,13,13,,,,,
truck,69,0.0,1.0,1,16.0,29,29,78.1,0.0,0.0,8.0,83.73
truck,69,0.0,2.0,2,15.0,20,21,105.2,3.39,2.0,9.0,77.38
truck,69,0.0,3.0,3,15.0,14,13,110.97,0.0,0.0,9.0,76.88
truck,69,0.0,4.0,1,17.0,29,29,68.43,0.0,0.0,6.0,85.74
plant,69,0.0,,1,,29,29,,,,,
plant,69,0.0,,2,,20,21,,,,,
plant,69,0.0,,3,,14,13,,,,,
truck,70,0.0,1.0,1,17.0,29,30,36.4,0.0,0.0,4.0,92.42
truck,70,0.0,2.0,2,16.0,18,19,71.42,0.0,0.0,6.0,85.12
truck,70,0.0,3.0,3,15.0,14,14,131.95,4.41,1.0,12.0,71.59
truck,70,0.0,4.0,1,15.0,29,30,117.34,0.0,0.0,9.0,75.55
plant,70,0.0,,1,,29,30,,,,,
plant,70,0.0,,2,,18,19,,,,,
plant,70,0.0,,3,,14,14,,,,,
truck,71,0.0,1.0,1,16.0,28,29,100.88,0.0,0.0,7.0,78.98
truck,71,0.0,2.0,2,17.0,20,21,55.64,0.0,0.0,6.0,88.41
truck,71,0.0,3.0,3,15.0,14,14,114.41,4.19,1.0,9.0,75.29
truck,71,0.0,4.0,1,16.0,28,29,85.9,0.0,0.0,7.0,82.1
plant,71,0.0,,1,,28,29,,,,,
plant,71,0.0,,2,,20,21,,,,,
plant,71,0.0,,3,,14,14,,,,,
truck,72,0.0,1.0,1,17.0,26,27,53.22,0.0,0.0,4.0,88.91
truck,72,0.0,2.0,2,15.0,18,19,84.91,2.76,3.0,9.0,81.74
truck,72,0.0,3.0,3,16.0,16,17,91.14,0.0,0.0,7.0,81.01
truck,72,0.0,4.0,1,15.0,26,27,146.36,0.0,0.0,10.0,69.51
plant,72,0.0,,1,,26,27,,,,,
plant,72,0.0,,2,,18,19,,,,,
plant,72,0.0,,3,,16,17,,,,,
truck,73,0.0,1.0,1,16.0,29,29,99.83,0.0,0.0,8.0,79.2
truck,73,0.0,2.0,2,14.0,20,21,161.61,4.9,3.0,14.0,65.31
truck,73,0.0,3.0,3,17.0,13,13,37.2,0.0,0.0,3.0,92.25
truck,73,0.0,4.0,1,16.0,29,29,61.52,0.0,0.0,7.0,87.18
plant,73,0.0,,1,,29,29,,,,,
plant,73,0.0,,2,,20,21,,,,,
plant,73,0.0,,3,,13,13,,,,,
truck,74,0.0,1.0,1,15.0,29,29,111.53,0.0,0.0,9.0,76.76
truck,74,0.0,2.0,2,16.0,21,21,60.93,0.0,0.0,7.0,87.31
truck,74,0.0,3.0,3,15.0,11,12,106.25,3.49,2.0,8.0,77.14
truck,74,0.0,4.0,1,16.0,29,29,98.21,0.0,0.0,9.0,79.54
plant,74,0.0,,1,,29,29,,,,,
plant,74,0.0,,2,,21,21,,,,,
plant,74,0.0,,3,,11,12,,,,,
truck,75,0.0,1.0,1,16.0,29,29,93.2,0.0,0.0,8.0,80.58
truck,75,0.0,2.0,2,16.0,21,21,92.18,0.0,0.0,9.0,80.79
truck,75,0.0,3.0,3,15.0,13,13,105.91,3.76,3.0,8.0,77.15
truck,75,0.0,4.0,1,16.0,29,29,63.03,0.0,0.0,5.0,86.87
plant,75,0.0,,1,,29,29,,,,,
plant,75,0.0,,2,,21,21,,,,,
plant,75,0.0,,3,,13,13,,,,,
truck,76,0.0,1.0,1,16.0,27,27,82.81,0.0,0.0,7.0,82.75
truck,76,0.0,2.0,2,16.0,20,20,73.0,0.0,0.0,5.0,84.79
truck,76,0.0,3.0,3,15.0,14,15,96.02,4.26,2.0,8.0,79.11
truck,76,0.0,4.0,1,15.0,27,27,108.91,0.0,0.0,8.0,77.31
plant,76,0.0,,1,,27,27,,,,,
plant,76,0.0,,2,,20,20,,,,,
plant,76,0.0,,3,,14,15,,,,,
truck,77,0.0,1.0,1,16.0,28,29,94.9,0.0,0.0,9.0,80.23
truck,77,0.0,2.0,2,15.0,20,20,116.31,2.65,2.0,8.0,75.22
truck,77,0.0,3.0,3,16.0,13,13,68.1,0.0,0.0,6.0,85.81
truck,77,0.0,4.0,1,15.0,28,29,107.98,0.0,0.0,9.0,77.5
plant,77,0.0,,1,,28,29,,,,,
plant,77,0.0,,2,,20,20,,,,,
plant,77,0.0,,3,,13,13,,,,,
truck,78,0.0,1.0,1,17.0,28,29,47.97,0.0,0.0,5.0,90.01
truck,78,0.0,2.0,2,16.0,19,20,75.2,0.0,0.0,6.0,84.33
truck,78,0.0,3.0,3,14.0,13,13,149.18,3.15,2.0,11.0,68.27
truck,78,0.0,4.0,1,15.0,28,29,129.39,0.0,0.0,9.0,73.04
plant,78,0.0,,1,,28,29,,,,,
plant,78,0.0,,2,,19,20,,,,,
plant,78,0.0,,3,,13,13,,,,,
truck,79,0.0,1.0,1,16.0,29,29,86.7,0.0,0.0,7.0,81.94
truck,79,0.0,2.0,2,16.0,20,20,86.04,3.65,1.0,8.0,81.31
truck,79,0.0,3.0,3,15.0,13,14,108.04,0.0,0.0,9.0,77.49
truck,79,0.0,4.0,1,16.0,29,29,89.06,0.0,0.0,8.0,81.45
plant,79,0.0,,1,,29,29,,,,,
plant,79,0.0,,2,,20,20,,,,,
plant,79,0.0,,3,,13,14,,,,,
truck,80,0.0,1.0,1,15.0,29,30,121.57,0.0,0.0,10.0,74.67
truck,80,0.0,2.0,2,15.0,20,21,138.34,2.91,3.0,11.0,70.57
truck,80,0.0,3.0,3,16.0,12,12,100.3,0.0,0.0,9.0,79.1
truck,80,0.0,4.0,1,17.0,29,30,35.66,0.0,0.0,4.0,92.57
plant,80,0.0,,1,,29,30,,,,,
plant,80,0.0,,2,,20,21,,,,,
plant,80,0.0,,3,,12,12,,,,,
truck,81,0.0,1.0,1,16.0,28,29,82.88,0.0,0.0,7.0,82.73
truck,81,0.0,2.0,2,16.0,21,21,67.2,0.0,0.0,5.0,86.0
truck,81,0.0,3.0,3,15.0,12,12,104.88,3.73,1.0,8.0,77.37
truck,81,0.0,4.0,1,15.0,28,29,134.51,0.0,0.0,10.0,71.98
plant,81,0.0,,1,,28,29,,,,,
plant,81,0.0,,2,,21,21,,,,,
plant,81,0.0,,3,,12,12,,,,,
truck,82,0.0,1.0,1,15.0,28,29,113.64,0.0,0.0,10.0,76.33
truck,82,0.0,2.0,2,16.0,19,20,78.35,0.0,0.0,6.0,83.68
truck,82,0.0,3.0,3,15.0,13,13,102.33,1.67,1.0,6.0,78.33
truck,82,0.0,4.0,1,16.0,28,29,96.72,0.0,0.0,8.0,79.85
plant,82,0.0,,1,,28,29,,,,,
plant,82,0.0,,2,,19,20,,,,,
plant,82,0.0,,3,,13,13,,,,,
truck,83,0.0,1.0,1,15.0,29,29,113.95,0.0,0.0,10.0,76.26
truck,83,0.0,2.0,2,16.0,20,21,82.1,0.0,0.0,7.0,82.9
truck,83,0.0,3.0,3,15.0,12,11,106.42,3.12,1.0,8.0,77.18
truck,83,0.0,4.0,1,15.0,29,29,105.15,0.0,0.0,7.0,78.09
plant,83,0.0,,1,,29,29,,,,,
plant,83,0.0,,2,,20,21,,,,,
plant,83,0.0,,3,,12,11,,,,,
truck,84,0.0,1.0,1,15.0,28,28,89.33,0.0,0.0,6.0,81.39
truck,84,0.0,2.0,2,16.0,19,20,84.85,0.0,0.0,6.0,82.32
truck,84,0.0,3.0,3,15.0,14,13,119.86,5.3,2.0,9.0,73.92
truck,84,0.0,4.0,1,15.0,28,28,99.89,0.0,0.0,8.0,79.19
plant,84,0.0,,1,,28,28,,,,,
plant,84,0.0,,2,,19,20,,,,,
plant,84,0.0,,3,,14,13,,,,,
truck,85,0.0,1.0,1,15.0,28,29,104.35,0.0,0.0,9.0,78.26
truck,85,0.0,2.0,2,16.0,22,22,105.31,0.89,1.0,8.0,77.87
truck,85,0.0,3.0,3,15.0,12,12,121.39,0.0,0.0,10.0,74.71
truck,85,0.0,4.0,1,17.0,28,29,43.78,0.0,0.0,4.0,90.88
plant,85,0.0,,1,,28,29,,,,,
plant,85,0.0,,2,,22,22,,,,,
plant,85,0.0,,3,,12,12,,,,,
truck,86,0.0,1.0,1,15.0,30,31,116.07,0.0,0.0,11.0,75.82
truck,86,0.0,2.0,2,16.0,21,21,79.76,0.0,0.0,7.0,83.38
truck,86,0.0,3.0,3,15.0,11,11,102.63,2.62,1.0,9.0,78.07
truck,86,0.0,4.0,1,17.0,30,31,71.85,0.0,0.0,6.0,85.03
plant,86,0.0,,1,,30,31,,,,,
plant,86,0.0,,2,,21,21,,,,,
plant,86,0.0,,3,,11,11,,,,,
truck,87,0.0,1.0,1,16.0,30,30,87.08,0.0,0.0,8.0,81.86
truck,87,0.0,2.0,2,16.0,18,19,75.56,5.61,3.0,7.0,83.09
truck,87,0.0,3.0,3,16.0,15,14,77.54,0.0,0.0,6.0,83.84
truck,87,0.0,4.0,1,15.0,30,30,114.64,0.0,0.0,10.0,76.12
plant,87,0.0,,1,,30,30,,,,,
plant,87,0.0,,2,,18,19,,,,,
plant,87,0.0,,3,,15,14,,,,,
truck,88,0.0,1.0,1,16.0,28,29,80.12,0.0,0.0,7.0,83.31
truck,88,0.0,2.0,2,17.0,20,20,42.55,0.0,0.0,3.0,91.13
truck,88,0.0,3.0,3,14.0,14,14,129.9,3.3,3.0,11.0,72.25
truck,88,0.0,4.0,1,16.0,28,29,99.66,0.0,0.0,9.0,79.24
plant,88,0.0,,1,,28,29,,,,,
plant,88,0.0,,2,,20,20,,,,,
plant,88,0.0,,3,,14,14,,,,,
truck,89,0.0,1.0,1,16.0,29,29,62.3,0.0,0.0,5.0,87.02
truck,89,0.0,2.0,2,15.0,19,20,97.83,0.0,0.0,8.0,79.62
truck,89,0.0,3.0,3,16.0,13,12,62.57,3.72,1.0,6.0,86.19
truck,89,0.0,4.0,1,14.0,29,29,142.88,0.0,0.0,12.0,70.23
plant,89,0.0,,1,,29,29,,,,,
plant,89,0.0,,2,,19,20,,,,,
plant,89,0.0,,3,,13,12,,,,,
truck,90,0.0,1.0,1,16.0,29,30,94.81,0.0,0.0,8.0,80.25
truck,90,0.0,2.0,2,15.0,19,19,93.19,1.9,2.0,7.0,80.19
truck,90,0.0,3.0,3,15.0,13,13,131.19,0.0,0.0,10.0,72.67
truck,90,0.0,4.0,1,16.0,29,30,79.11,0.0,0.0,6.0,83.52
plant,90,0.0,,1,,29,30,,,,,
plant,90,0.0,,2,,19,19,,,,,
plant,90,0.0,,3,,13,13,,,,,
truck,91,0.0,1.0,1,16.0,29,30,97.96,0.0,0.0,8.0,79.59
truck,91,0.0,2.0,2,17.0,19,19,47.88,0.0,0.0,4.0,90.02
truck,91,0.0,3.0,3,15.0,14,15,110.42,4.01,1.0,9.0,76.16
truck,91,0.0,4.0,1,16.0,29,30,95.73,0.0,0.0,9.0,80.06
plant,91,0.0,,1,,29,30,,,,,
plant,91,0.0,,2,,19,19,,,,,
plant,91,0.0,,3,,14,15,,,,,
truck,92,0.0,1.0,1,16.0,30,31,99.53,0.0,0.0,9.0,79.26
truck,92,0.0,2.0,2,16.0,20,21,87.61,0.0,0.0,7.0,81.75
truck,92,0.0,3.0,3,15.0,11,11,126.83,3.06,1.0,11.0,72.94
truck,92,0.0,4.0,1,16.0,30,31,67.22,0.0,0.0,5.0,86.0
plant,92,0.0,,1,,30,31,,,,,
plant,92,0.0,,2,,20,21,,,,,
plant,92,0.0,,3,,11,11,,,,,
truck,93,0.0,1.0,1,15.0,28,29,111.15,0.0,0.0,7.0,76.84
truck,93,0.0,2.0,2,16.0,21,20,82.12,0.0,0.0,8.0,82.89
truck,93,0.0,3.0,3,15.0,12,12,95.68,4.17,2.0,7.0,79.2
truck,93,0.0,4.0,1,15.0,28,29,115.91,0.0,0.0,10.0,75.85
plant,93,0.0,,1,,28,29,,,,,
plant,93,0.0,,2,,21,20,,,,,
plant,93,0.0,,3,,12,12,,,,,
truck,94,0.0,1.0,1,15.0,28,28,135.4,0.0,0.0,9.0,71.79
truck,94,0.0,2.0,2,16.0,20,21,59.41,0.0,0.0,5.0,87.62
truck,94,0.0,3.0,3,15.0,13,13,117.09,2.53,2.0,8.0,75.08
truck,94,0.0,4.0,1,16.0,28,28,74.96,0.0,0.0,8.0,84.38
plant,94,0.0,,1,,28,28,,,,,
plant,94,0.0,,2,,20,21,,,,,
plant,94,0.0,,3,,13,13,,,,,
truck,95,0.0,1.0,1,16.0,29,30,83.97,0.0,0.0,7.0,82.51
truck,95,0.0,2.0,2,16.0,20,20,103.67,0.0,0.0,8.0,78.4
truck,95,0.0,3.0,3,16.0,13,14,81.38,3.66,1.0,7.0,82.28
truck,95,0.0,4.0,1,16.0,29,30,80.37,0.0,0.0,6.0,83.26
plant,95,0.0,,1,,29,30,,,,,
plant,95,0.0,,2,,20,20,,,,,
plant,95,0.0,,3,,13,14,,,,,
truck,96,0.0,1.0,1,15.0,29,29,100.29,0.0,0.0,8.0,79.11
truck,96,0.0,2.0,2,16.0,20,21,81.65,0.0,0.0,7.0,82.99
truck,96,0.0,3.0,3,14.0,12,11,137.85,4.42,2.0,10.0,70.36
truck,96,0.0,4.0,1,16.0,29,29,80.42,0.0,0.0,7.0,83.25
plant,96,0.0,,1,,29,29,,,,,
plant,96,0.0,,2,,20,21,,,,,
plant,96,0.0,,3,,12,11,,,,,
truck,97,0.0,1.0,1,16.0,29,30,77.81,0.0,0.0,7.0,83.79
truck,97,0.0,2.0,2,16.0,20,21,90.8,0.0,0.0,7.0,81.08
truck,97,0.0,3.0,3,15.0,11,11,138.86,2.54,1.0,11.0,70.54
truck,97,0.0,4.0,1,15.0,29,30,102.8,0.0,0.0,9.0,78.58
plant,97,0.0,,1,,29,30,,,,,
plant,97,0.0,,2,,20,21,,,,,
plant,97,0.0,,3,,11,11,,,,,
truck,98,0.0,1.0,1,16.0,29,30,91.52,0.0,0.0,7.0,80.93
truck,98,0.0,2.0,2,16.0,20,21,85.2,0.0,0.0,8.0,82.25
truck,98,0.0,3.0,3,15.0,13,12,109.05,3.15,2.0,9.0,76.62
truck,98,0.0,4.0,1,16.0,29,30,89.04,0.0,0.0,7.0,81.45
plant,98,0.0,,1,,29,30,,,,,
plant,98,0.0,,2,,20,21,,,,,
plant,98,0.0,,3,,13,12,,,,,
truck,99,0.0,1.0,1,16.0,28,28,72.07,0.0,0.0,7.0,84.98
truck,99,0.0,2.0,2,14.0,18,19,121.74,0.0,0.0,9.0,74.64
truck,99,0.0,3.0,3,15.0,14,13,120.2,3.45,2.0,9.0,74.24
truck,99,0.0,4.0,1,15.0,28,28,104.64,0.0,0.0,8.0,78.2
plant,99,0.0,,1,,28,28,,,,,
plant,99,0.0,,2,,18,19,,,,,
plant,99,0.0,,3,,14,13,,,,,
truck,0,0.5,1.0,1,16.0,24,24,57.44,0.0,0.0,4.0,88.03
truck,0,0.5,2.0,2,16.0,19,20,78.54,0.0,0.0,6.0,83.64
truck,0,0.5,3.0,3,15.0,19,19,119.88,1.81,3.0,9.0,74.65
truck,0,0.5,4.0,1,16.0,24,24,71.72,0.0,0.0,5.0,85.06
plant,0,0.5,,1,,24,24,,,,,
plant,0,0.5,,2,,19,20,,,,,
plant,0,0.5,,3,,19,19,,,,,
truck,1,0.5,1.0,1,16.0,24,24,74.73,0.0,0.0,6.0,84.43
truck,1,0.5,2.0,2,16.0,20,20,68.79,0.0,0.0,5.0,85.67
truck,1,0.5,3.0,3,16.0,19,19,52.19,2.92,3.0,4.0,88.52
truck,1,0.5,4.0,1,15.0,24,24,113.82,0.0,0.0,10.0,76.29
plant,1,0.5,,1,,24,24,,,,,
plant,1,0.5,,2,,20,20,,,,,
plant,1,0.5,,3,,19,19,,,,,
truck,2,0.5,1.0,1,15.0,24,24,103.37,0.0,0.0,7.0,78.47
truck,2,0.5,2.0,2,15.0,20,20,107.14,5.8,3.0,8.0,76.47
truck,2,0.5,3.0,3,16.0,19,19,70.52,0.0,0.0,6.0,85.31
truck,2,0.5,4.0,1,17.0,24,24,33.19,0.0,0.0,4.0,93.09
plant,2,0.5,,1,,24,24,,,,,
plant,2,0.5,,2,,20,20,,,,,
plant,2,0.5,,3,,19,19,,,,,
truck,3,0.5,1.0,1,16.0,24,24,87.21,0.0,0.0,8.0,81.83
truck,3,0.5,2.0,2,16.0,20,20,78.28,4.53,2.0,7.0,82.75
truck,3,0.5,3.0,3,16.0,19,20,52.55,0.0,0.0,4.0,89.05
truck,3,0.5,4.0,1,16.0,24,24,78.88,0.0,0.0,6.0,83.57
plant,3,0.5,,1,,24,24,,,,,
plant,3,0.5,,2,,20,20,,,,,
plant,3,0.5,,3,,19,20,,,,,
truck,4,0.5,1.0,1,15.0,24,24,104.0,0.0,0.0,8.0,78.33
truck,4,0.5,2.0,2,17.0,20,20,22.99,0.0,0.0,2.0,95.21
truck,4,0.5,3.0,3,15.0,19,19,100.65,3.97,2.0,8.0,78.21
truck,4,0.5,4.0,1,16.0,24,24,77.39,0.0,0.0,6.0,83.88
plant,4,0.5,,1,,24,24,,,,,
plant,4,0.5,,2,,20,20,,,,,
plant,4,0.5,,3,,19,19,,,,,
truck,5,0.5,1.0,1,17.0,24,24,57.4,0.0,0.0,5.0,88.04
truck,5,0.5,2.0,2,16.0,19,20,68.29,0.0,0.0,6.0,85.77
truck,5,0.5,3.0,3,16.0,19,20,68.99,2.15,1.0,6.0,85.18
truck,5,0.5,4.0,1,15.0,24,24,112.9,0.0,0.0,8.0,76.48
plant,5,0.5,,1,,24,24,,,,,
plant,5,0.5,,2,,19,20,,,,,
plant,5,0.5,,3,,19,20,,,,,
truck,6,0.5,1.0,1,17.0,25,24,64.81,0.0,0.0,6.0,86.5
truck,6,0.5,2.0,2,16.0,20,21,72.29,0.0,0.0,6.0,84.94
truck,6,0.5,3.0,3,17.0,19,20,36.37,4.05,2.0,3.0,91.58
truck,6,0.5,4.0,1,15.0,25,24,109.57,0.0,0.0,9.0,77.17
plant,6,0.5,,1,,25,24,,,,,
plant,6,0.5,,2,,20,21,,,,,
plant,6,0.5,,3,,19,20,,,,,
truck,7,0.5,1.0,1,16.0,24,24,86.08,0.0,0.0,8.0,82.07
truck,7,0.5,2.0,2,15.0,20,20,103.02,0.0,0.0,8.0,78.54
truck,7,0.5,3.0,3,16.0,20,20,47.3,5.49,3.0,5.0,89.0
truck,7,0.5,4.0,1,17.0,24,24,38.34,0.0,0.0,3.0,92.01
plant,7,0.5,,1,,24,24,,,,,
plant,7,0.5,,2,,20,20,,,,,
plant,7,0.5,,3,,20,20,,,,,
truck,8,0.5,1.0,1,15.0,24,23,105.61,0.0,0.0,7.0,78.0
truck,8,0.5,2.0,2,16.0,20,21,92.04,1.45,1.0,7.0,80.52
truck,8,0.5,3.0,3,16.0,19,20,79.14,0.0,0.0,6.0,83.51
truck,8,0.5,4.0,1,17.0,24,23,42.37,0.0,0.0,4.0,91.17
plant,8,0.5,,1,,24,23,,,,,
plant,8,0.5,,2,,20,21,,,,,
plant,8,0.5,,3,,19,20,,,,,
truck,9,0.5,1.0,1,16.0,24,24,77.82,0.0,0.0,6.0,83.79
truck,9,0.5,2.0,2,15.0,19,20,117.09,1.55,1.0,7.0,75.28
truck,9,0.5,3.0,3,16.0,19,19,77.76,0.0,0.0,6.0,83.8
truck,9,0.5,4.0,1,16.0,24,24,61.66,0.0,0.0,4.0,87.15
plant,9,0.5,,1,,24,24,,,,,
plant,9,0.5,,2,,19,20,,,,,
plant,9,0.5,,3,,19,19,,,,,
truck,10,0.5,1.0,1,17.0,25,25,45.33,0.0,0.0,5.0,90.56
truck,10,0.5,2.0,2,16.0,20,20,80.31,0.0,0.0,7.0,83.27
truck,10,0.5,3.0,3,16.0,19,19,61.18,3.07,1.0,5.0,86.61
truck,10,0.5,4.0,1,15.0,25,25,114.05,0.0,0.0,8.0,76.24
plant,10,0.5,,1,,25,25,,,,,
plant,10,0.5,,2,,20,20,,,,,
plant,10,0.5,,3,,19,19,,,,,
truck,11,0.5,1.0,1,15.0,24,24,113.31,0.0,0.0,8.0,76.39
truck,11,0.5,2.0,2,16.0,19,20,66.2,4.86,3.0,4.0,85.19
truck,11,0.5,3.0,3,16.0,19,19,83.27,0.0,0.0,6.0,82.65
truck,11,0.5,4.0,1,16.0,24,24,55.35,0.0,0.0,5.0,88.47
plant,11,0.5,,1,,24,24,,,,,
plant,11,0.5,,2,,19,20,,,,,
plant,11,0.5,,3,,19,19,,,,,
truck,12,0.5,1.0,1,16.0,24,24,68.37,0.0,0.0,5.0,85.76
truck,12,0.5,2.0,2,15.0,19,20,98.55,0.0,0.0,7.0,79.47
truck,12,0.5,3.0,3,17.0,19,19,41.67,4.25,2.0,5.0,90.43
truck,12,0.5,4.0,1,15.0,24,24,119.4,0.0,0.0,9.0,75.13
plant,12,0.5,,1,,24,24,,,,,
plant,12,0.5,,2,,19,20,,,,,
plant,12,0.5,,3,,19,19,,,,,
truck,13,0.5,1.0,1,16.0,24,24,63.7,0.0,0.0,5.0,86.73
truck,13,0.5,2.0,2,17.0,20,21,67.14,0.0,0.0,6.0,86.01
truck,13,0.5,3.0,3,16.0,19,20,85.89,4.38,1.0,8.0,81.19
truck,13,0.5,4.0,1,16.0,24,24,87.76,0.0,0.0,7.0,81.72
plant,13,0.5,,1,,24,24,,,,,
plant,13,0.5,,2,,20,21,,,,,
plant,13,0.5,,3,,19,20,,,,,
truck,14,0.5,1.0,1,15.0,24,24,122.4,0.0,0.0,9.0,74.5
truck,14,0.5,2.0,2,17.0,20,20,34.1,0.0,0.0,4.0,92.9
truck,14,0.5,3.0,3,16.0,19,20,85.0,2.19,1.0,6.0,81.84
truck,14,0.5,4.0,1,16.0,24,24,78.03,0.0,0.0,6.0,83.74
plant,14,0.5,,1,,24,24,,,,,
plant,14,0.5,,2,,20,20,,,,,
plant,14,0.5,,3,,19,20,,,,,
truck,15,0.5,1.0,1,15.0,24,24,111.93,0.0,0.0,8.0,76.68
truck,15,0.5,2.0,2,16.0,20,20,59.45,0.0,0.0,5.0,87.61
truck,15,0.5,3.0,3,16.0,19,19,65.19,5.27,1.0,5.0,85.32
truck,15,0.5,4.0,1,16.0,24,24,78.38,0.0,0.0,8.0,83.67
plant,15,0.5,,1,,24,24,,,,,
plant,15,0.5,,2,,20,20,,,,,
