entity,iter,beta,truck,plant,trips,delivered,selected,wait_pl,wait_cd,no_empty,no_full,util_%
plant,32,1.0,,3,,20,20,,,,,
truck,33,1.0,1.0,1,16.0,23,22,56.37,0.0,0.0,4.0,88.26
truck,33,1.0,2.0,2,16.0,21,21,70.16,0.0,0.0,6.0,85.38
truck,33,1.0,3.0,3,16.0,20,21,73.63,3.78,2.0,6.0,83.87
truck,33,1.0,4.0,1,16.0,23,22,84.59,0.0,0.0,7.0,82.38
plant,33,1.0,,1,,23,22,,,,,
plant,33,1.0,,2,,21,21,,,,,
plant,33,1.0,,3,,20,21,,,,,
truck,34,1.0,1.0,1,16.0,23,23,81.2,0.0,0.0,6.0,83.08
truck,34,1.0,2.0,2,16.0,21,21,94.01,0.0,0.0,7.0,80.42
truck,34,1.0,3.0,3,16.0,20,21,58.11,3.86,2.0,5.0,87.09
truck,34,1.0,4.0,1,17.0,23,23,45.61,0.0,0.0,4.0,90.5
plant,34,1.0,,1,,23,23,,,,,
plant,34,1.0,,2,,21,21,,,,,
plant,34,1.0,,3,,20,21,,,,,
truck,35,1.0,1.0,1,16.0,24,23,74.21,0.0,0.0,7.0,84.54
truck,35,1.0,2.0,2,17.0,21,22,54.25,0.0,0.0,5.0,88.7
truck,35,1.0,3.0,3,16.0,20,20,67.39,1.52,2.0,5.0,85.64
truck,35,1.0,4.0,1,16.0,24,23,72.89,0.0,0.0,7.0,84.81
plant,35,1.0,,1,,24,23,,,,,
plant,35,1.0,,2,,21,22,,,,,
plant,35,1.0,,3,,20,20,,,,,
truck,36,1.0,1.0,1,16.0,23,23,96.21,0.0,0.0,8.0,79.96
truck,36,1.0,2.0,2,16.0,20,21,70.94,3.54,1.0,5.0,84.48
truck,36,1.0,3.0,3,16.0,20,20,58.15,0.0,0.0,4.0,87.88
truck,36,1.0,4.0,1,16.0,23,23,67.01,0.0,0.0,5.0,86.04
plant,36,1.0,,1,,23,23,,,,,
plant,36,1.0,,2,,20,21,,,,,
plant,36,1.0,,3,,20,20,,,,,
truck,37,1.0,1.0,1,16.0,23,23,82.91,0.0,0.0,6.0,82.73
truck,37,1.0,2.0,2,16.0,20,21,82.07,0.0,0.0,6.0,82.9
truck,37,1.0,3.0,3,15.0,20,20,92.36,2.96,2.0,7.0,80.14
truck,37,1.0,4.0,1,17.0,23,23,33.92,0.0,0.0,3.0,92.93
plant,37,1.0,,1,,23,23,,,,,
plant,37,1.0,,2,,20,21,,,,,
plant,37,1.0,,3,,20,20,,,,,
truck,38,1.0,1.0,1,17.0,23,23,68.99,0.0,0.0,6.0,85.63
truck,38,1.0,2.0,2,17.0,20,21,50.84,0.0,0.0,5.0,89.41
truck,38,1.0,3.0,3,15.0,20,21,98.89,1.8,2.0,7.0,79.02
truck,38,1.0,4.0,1,16.0,23,23,79.29,0.0,0.0,6.0,83.48
plant,38,1.0,,1,,23,23,,,,,
plant,38,1.0,,2,,20,21,,,,,
plant,38,1.0,,3,,20,21,,,,,
truck,39,1.0,1.0,1,15.0,23,22,90.48,0.0,0.0,7.0,81.15
truck,39,1.0,2.0,2,16.0,20,20,76.43,0.0,0.0,5.0,84.08
truck,39,1.0,3.0,3,15.0,19,20,101.45,2.4,1.0,7.0,78.36
truck,39,1.0,4.0,1,16.0,23,22,60.38,0.0,0.0,4.0,87.42
plant,39,1.0,,1,,23,22,,,,,
plant,39,1.0,,2,,20,20,,,,,
plant,39,1.0,,3,,19,20,,,,,
truck,40,1.0,1.0,1,16.0,23,23,73.88,0.0,0.0,5.0,84.61
truck,40,1.0,2.0,2,16.0,20,21,101.56,0.0,0.0,8.0,78.84
truck,40,1.0,3.0,3,16.0,20,20,73.19,1.94,1.0,5.0,84.35
truck,40,1.0,4.0,1,16.0,23,23,58.75,0.0,0.0,5.0,87.76
plant,40,1.0,,1,,23,23,,,,,
plant,40,1.0,,2,,20,21,,,,,
plant,40,1.0,,3,,20,20,,,,,
truck,41,1.0,1.0,1,15.0,22,23,107.18,0.0,0.0,9.0,77.67
truck,41,1.0,2.0,2,16.0,21,21,61.93,0.0,0.0,4.0,87.1
truck,41,1.0,3.0,3,16.0,20,20,56.31,1.89,1.0,4.0,87.88
truck,41,1.0,4.0,1,17.0,22,23,71.15,0.0,0.0,7.0,85.18
plant,41,1.0,,1,,22,23,,,,,
plant,41,1.0,,2,,21,21,,,,,
plant,41,1.0,,3,,20,20,,,,,
truck,42,1.0,1.0,1,16.0,23,23,66.55,0.0,0.0,6.0,86.13
truck,42,1.0,2.0,2,17.0,21,20,57.61,0.0,0.0,5.0,88.0
truck,42,1.0,3.0,3,15.0,20,21,101.28,1.24,1.0,7.0,78.64
truck,42,1.0,4.0,1,16.0,23,23,85.37,0.0,0.0,7.0,82.21
plant,42,1.0,,1,,23,23,,,,,
plant,42,1.0,,2,,21,20,,,,,
plant,42,1.0,,3,,20,21,,,,,
truck,43,1.0,1.0,1,16.0,22,22,88.09,0.0,0.0,7.0,81.65
truck,43,1.0,2.0,2,15.0,21,21,93.94,0.0,0.0,7.0,80.43
truck,43,1.0,3.0,3,15.0,20,20,108.64,1.85,1.0,7.0,76.98
truck,43,1.0,4.0,1,17.0,22,22,29.84,0.0,0.0,3.0,93.78
plant,43,1.0,,1,,22,22,,,,,
plant,43,1.0,,2,,21,21,,,,,
plant,43,1.0,,3,,20,20,,,,,
truck,44,1.0,1.0,1,16.0,23,23,86.29,0.0,0.0,7.0,82.02
truck,44,1.0,2.0,2,17.0,21,21,47.23,0.0,0.0,4.0,90.16
truck,44,1.0,3.0,3,16.0,20,21,70.63,2.07,1.0,5.0,84.85
truck,44,1.0,4.0,1,16.0,23,23,67.69,0.0,0.0,6.0,85.9
plant,44,1.0,,1,,23,23,,,,,
plant,44,1.0,,2,,21,21,,,,,
plant,44,1.0,,3,,20,21,,,,,
truck,45,1.0,1.0,1,16.0,23,22,60.86,0.0,0.0,5.0,87.32
truck,45,1.0,2.0,2,16.0,21,22,84.16,0.0,0.0,7.0,82.47
truck,45,1.0,3.0,3,16.0,20,21,60.52,3.0,1.0,5.0,86.77
truck,45,1.0,4.0,1,17.0,23,22,60.9,0.0,0.0,5.0,87.31
plant,45,1.0,,1,,23,22,,,,,
plant,45,1.0,,2,,21,22,,,,,
plant,45,1.0,,3,,20,21,,,,,
truck,46,1.0,1.0,1,16.0,23,23,87.22,0.0,0.0,7.0,81.83
truck,46,1.0,2.0,2,16.0,21,21,70.21,0.0,0.0,6.0,85.37
truck,46,1.0,3.0,3,16.0,20,20,57.86,4.31,2.0,4.0,87.05
truck,46,1.0,4.0,1,16.0,23,23,66.64,0.0,0.0,5.0,86.12
plant,46,1.0,,1,,23,23,,,,,
plant,46,1.0,,2,,21,21,,,,,
plant,46,1.0,,3,,20,20,,,,,
truck,47,1.0,1.0,1,17.0,23,23,53.03,0.0,0.0,4.0,88.95
truck,47,1.0,2.0,2,17.0,20,21,39.94,0.0,0.0,4.0,91.68
truck,47,1.0,3.0,3,15.0,19,20,107.62,1.96,2.0,8.0,77.17
truck,47,1.0,4.0,1,15.0,23,23,98.52,0.0,0.0,7.0,79.48
plant,47,1.0,,1,,23,23,,,,,
plant,47,1.0,,2,,20,21,,,,,
plant,47,1.0,,3,,19,20,,,,,
truck,48,1.0,1.0,1,16.0,23,23,97.72,0.0,0.0,8.0,79.64
truck,48,1.0,2.0,2,17.0,20,20,38.44,0.0,0.0,3.0,91.99
truck,48,1.0,3.0,3,15.0,19,20,82.97,2.26,1.0,5.0,82.24
truck,48,1.0,4.0,1,15.0,23,23,104.14,0.0,0.0,6.0,78.3
plant,48,1.0,,1,,23,23,,,,,
plant,48,1.0,,2,,20,20,,,,,
plant,48,1.0,,3,,19,20,,,,,
truck,49,1.0,1.0,1,16.0,23,22,78.98,0.0,0.0,6.0,83.55
truck,49,1.0,2.0,2,16.0,21,22,87.95,0.0,0.0,7.0,81.68
truck,49,1.0,3.0,3,17.0,20,21,48.06,2.32,1.0,4.0,89.5
truck,49,1.0,4.0,1,16.0,23,22,65.82,0.0,0.0,5.0,86.29
plant,49,1.0,,1,,23,22,,,,,
plant,49,1.0,,2,,21,22,,,,,
plant,49,1.0,,3,,20,21,,,,,
truck,50,1.0,1.0,1,16.0,23,22,88.24,0.0,0.0,7.0,81.62
truck,50,1.0,2.0,2,15.0,20,21,112.36,0.0,0.0,9.0,76.59
truck,50,1.0,3.0,3,16.0,20,21,51.97,3.5,2.0,4.0,88.44
truck,50,1.0,4.0,1,17.0,23,22,49.35,0.0,0.0,3.0,89.72
plant,50,1.0,,1,,23,22,,,,,
plant,50,1.0,,2,,20,21,,,,,
plant,50,1.0,,3,,20,21,,,,,
truck,51,1.0,1.0,1,17.0,23,23,42.72,0.0,0.0,5.0,91.1
truck,51,1.0,2.0,2,16.0,20,21,60.8,5.47,3.0,5.0,86.19
truck,51,1.0,3.0,3,16.0,20,20,67.72,0.0,0.0,6.0,85.89
truck,51,1.0,4.0,1,15.0,23,23,104.3,0.0,0.0,7.0,78.27
plant,51,1.0,,1,,23,23,,,,,
plant,51,1.0,,2,,20,21,,,,,
plant,51,1.0,,3,,20,20,,,,,
truck,52,1.0,1.0,1,16.0,23,23,59.4,0.0,0.0,5.0,87.63
truck,52,1.0,2.0,2,16.0,20,21,82.74,0.0,0.0,7.0,82.76
truck,52,1.0,3.0,3,15.0,20,20,99.86,2.61,2.0,7.0,78.65
truck,52,1.0,4.0,1,17.0,23,23,51.7,0.0,0.0,5.0,89.23
plant,52,1.0,,1,,23,23,,,,,
plant,52,1.0,,2,,20,21,,,,,
plant,52,1.0,,3,,20,20,,,,,
truck,53,1.0,1.0,1,16.0,23,23,71.39,0.0,0.0,6.0,85.13
truck,53,1.0,2.0,2,16.0,21,21,74.08,2.3,1.0,5.0,84.09
truck,53,1.0,3.0,3,16.0,20,20,76.37,0.0,0.0,7.0,84.09
truck,53,1.0,4.0,1,16.0,23,23,66.03,0.0,0.0,5.0,86.24
plant,53,1.0,,1,,23,23,,,,,
plant,53,1.0,,2,,21,21,,,,,
plant,53,1.0,,3,,20,20,,,,,
truck,54,1.0,1.0,1,17.0,22,23,61.13,0.0,0.0,5.0,87.26
truck,54,1.0,2.0,2,16.0,21,21,60.78,0.0,0.0,4.0,87.34
truck,54,1.0,3.0,3,16.0,20,21,86.68,2.53,2.0,7.0,81.41
truck,54,1.0,4.0,1,16.0,22,23,75.19,0.0,0.0,7.0,84.33
plant,54,1.0,,1,,22,23,,,,,
plant,54,1.0,,2,,21,21,,,,,
plant,54,1.0,,3,,20,21,,,,,
truck,55,1.0,1.0,1,15.0,24,23,98.35,0.0,0.0,7.0,79.51
truck,55,1.0,2.0,2,16.0,21,21,53.97,4.4,2.0,4.0,87.84
truck,55,1.0,3.0,3,16.0,19,20,89.89,0.0,0.0,7.0,81.27
truck,55,1.0,4.0,1,17.0,24,23,59.35,0.0,0.0,5.0,87.63
plant,55,1.0,,1,,24,23,,,,,
plant,55,1.0,,2,,21,21,,,,,
plant,55,1.0,,3,,19,20,,,,,
truck,56,1.0,1.0,1,16.0,23,23,79.55,0.0,0.0,6.0,83.43
truck,56,1.0,2.0,2,17.0,20,21,48.47,1.69,1.0,4.0,89.55
truck,56,1.0,3.0,3,16.0,20,21,77.39,0.0,0.0,6.0,83.88
truck,56,1.0,4.0,1,16.0,23,23,69.76,0.0,0.0,6.0,85.47
plant,56,1.0,,1,,23,23,,,,,
plant,56,1.0,,2,,20,21,,,,,
plant,56,1.0,,3,,20,21,,,,,
truck,57,1.0,1.0,1,15.0,23,22,119.09,0.0,0.0,8.0,75.19
truck,57,1.0,2.0,2,16.0,21,21,60.19,3.8,2.0,6.0,86.67
truck,57,1.0,3.0,3,16.0,19,20,84.52,0.0,0.0,8.0,82.39
truck,57,1.0,4.0,1,16.0,23,22,52.11,0.0,0.0,5.0,89.14
plant,57,1.0,,1,,23,22,,,,,
plant,57,1.0,,2,,21,21,,,,,
plant,57,1.0,,3,,19,20,,,,,
truck,58,1.0,1.0,1,16.0,23,23,103.15,0.0,0.0,8.0,78.51
truck,58,1.0,2.0,2,17.0,20,21,38.85,0.0,0.0,3.0,91.91
truck,58,1.0,3.0,3,15.0,19,20,98.38,2.4,2.0,7.0,79.0
truck,58,1.0,4.0,1,16.0,23,23,75.29,0.0,0.0,7.0,84.31
plant,58,1.0,,1,,23,23,,,,,
plant,58,1.0,,2,,20,21,,,,,
plant,58,1.0,,3,,19,20,,,,,
truck,59,1.0,1.0,1,15.0,23,22,114.09,0.0,0.0,8.0,76.23
truck,59,1.0,2.0,2,17.0,21,21,20.02,0.0,0.0,3.0,95.83
truck,59,1.0,3.0,3,16.0,20,21,70.04,4.72,3.0,6.0,84.43
truck,59,1.0,4.0,1,16.0,23,22,72.3,0.0,0.0,6.0,84.94
plant,59,1.0,,1,,23,22,,,,,
plant,59,1.0,,2,,21,21,,,,,
plant,59,1.0,,3,,20,21,,,,,
truck,60,1.0,1.0,1,16.0,24,24,78.19,0.0,0.0,6.0,83.71
truck,60,1.0,2.0,2,15.0,20,21,109.9,4.2,3.0,7.0,76.23
truck,60,1.0,3.0,3,17.0,20,20,64.42,0.0,0.0,6.0,86.58
truck,60,1.0,4.0,1,17.0,24,24,31.32,0.0,0.0,3.0,93.48
plant,60,1.0,,1,,24,24,,,,,
plant,60,1.0,,2,,20,21,,,,,
plant,60,1.0,,3,,20,20,,,,,
truck,61,1.0,1.0,1,16.0,23,23,74.34,0.0,0.0,6.0,84.51
truck,61,1.0,2.0,2,15.0,20,20,110.82,2.11,2.0,9.0,76.47
truck,61,1.0,3.0,3,16.0,19,20,75.71,0.0,0.0,4.0,84.23
truck,61,1.0,4.0,1,16.0,23,23,44.29,0.0,0.0,3.0,90.77
plant,61,1.0,,1,,23,23,,,,,
plant,61,1.0,,2,,20,20,,,,,
plant,61,1.0,,3,,19,20,,,,,
truck,62,1.0,1.0,1,17.0,23,22,60.84,0.0,0.0,5.0,87.33
truck,62,1.0,2.0,2,15.0,20,21,109.41,0.0,0.0,8.0,77.21
truck,62,1.0,3.0,3,16.0,20,21,59.28,2.45,2.0,5.0,87.14
truck,62,1.0,4.0,1,16.0,23,22,61.24,0.0,0.0,5.0,87.24
plant,62,1.0,,1,,23,22,,,,,
plant,62,1.0,,2,,20,21,,,,,
plant,62,1.0,,3,,20,21,,,,,
truck,63,1.0,1.0,1,16.0,23,23,80.58,0.0,0.0,6.0,83.21
truck,63,1.0,2.0,2,16.0,20,21,72.17,3.41,1.0,6.0,84.26
truck,63,1.0,3.0,3,17.0,20,20,37.83,0.0,0.0,3.0,92.12
truck,63,1.0,4.0,1,15.0,23,23,100.66,0.0,0.0,7.0,79.03
plant,63,1.0,,1,,23,23,,,,,
plant,63,1.0,,2,,20,21,,,,,
plant,63,1.0,,3,,20,20,,,,,
truck,64,1.0,1.0,1,16.0,22,23,71.59,0.0,0.0,5.0,85.09
truck,64,1.0,2.0,2,16.0,21,21,68.19,0.0,0.0,6.0,85.79
truck,64,1.0,3.0,3,16.0,20,20,82.8,4.56,1.0,9.0,81.8
truck,64,1.0,4.0,1,16.0,22,23,66.14,0.0,0.0,4.0,86.22
plant,64,1.0,,1,,22,23,,,,,
plant,64,1.0,,2,,21,21,,,,,
plant,64,1.0,,3,,20,20,,,,,
truck,65,1.0,1.0,1,15.0,22,23,113.47,0.0,0.0,8.0,76.36
truck,65,1.0,2.0,2,16.0,21,21,53.78,4.35,3.0,5.0,87.89
truck,65,1.0,3.0,3,17.0,20,20,60.51,0.0,0.0,5.0,87.39
truck,65,1.0,4.0,1,16.0,22,23,57.81,0.0,0.0,6.0,87.96
plant,65,1.0,,1,,22,23,,,,,
plant,65,1.0,,2,,21,21,,,,,
plant,65,1.0,,3,,20,20,,,,,
truck,66,1.0,1.0,1,16.0,23,23,90.74,0.0,0.0,6.0,81.1
truck,66,1.0,2.0,2,15.0,21,21,93.28,2.2,2.0,7.0,80.11
truck,66,1.0,3.0,3,17.0,20,20,18.78,0.0,0.0,2.0,96.09
truck,66,1.0,4.0,1,16.0,23,23,94.26,0.0,0.0,8.0,80.36
plant,66,1.0,,1,,23,23,,,,,
plant,66,1.0,,2,,21,21,,,,,
plant,66,1.0,,3,,20,20,,,,,
truck,67,1.0,1.0,1,17.0,23,22,67.95,0.0,0.0,6.0,85.84
truck,67,1.0,2.0,2,15.0,20,21,98.36,0.0,0.0,7.0,79.51
truck,67,1.0,3.0,3,15.0,20,21,100.05,1.81,2.0,8.0,78.78
truck,67,1.0,4.0,1,17.0,23,22,31.47,0.0,0.0,4.0,93.44
plant,67,1.0,,1,,23,22,,,,,
plant,67,1.0,,2,,20,21,,,,,
plant,67,1.0,,3,,20,21,,,,,
truck,68,1.0,1.0,1,16.0,23,23,63.98,0.0,0.0,6.0,86.67
truck,68,1.0,2.0,2,15.0,21,21,98.82,2.09,1.0,8.0,78.98
truck,68,1.0,3.0,3,17.0,20,20,43.68,0.0,0.0,4.0,90.9
truck,68,1.0,4.0,1,16.0,23,23,64.41,0.0,0.0,5.0,86.58
plant,68,1.0,,1,,23,23,,,,,
plant,68,1.0,,2,,21,21,,,,,
plant,68,1.0,,3,,20,20,,,,,
truck,69,1.0,1.0,1,16.0,22,22,60.64,0.0,0.0,5.0,87.37
truck,69,1.0,2.0,2,14.0,20,20,111.47,3.39,2.0,6.0,76.07
truck,69,1.0,3.0,3,17.0,19,19,28.03,0.0,0.0,2.0,94.16
truck,69,1.0,4.0,1,14.0,22,22,128.35,0.0,0.0,8.0,73.26
plant,69,1.0,,1,,22,22,,,,,
plant,69,1.0,,2,,20,20,,,,,
plant,69,1.0,,3,,19,19,,,,,
truck,70,1.0,1.0,1,16.0,23,22,72.52,0.0,0.0,6.0,84.89
truck,70,1.0,2.0,2,16.0,20,21,60.95,0.0,0.0,5.0,87.3
truck,70,1.0,3.0,3,16.0,20,21,80.46,4.41,1.0,6.0,82.32
truck,70,1.0,4.0,1,16.0,23,22,68.99,0.0,0.0,5.0,85.63
plant,70,1.0,,1,,23,22,,,,,
plant,70,1.0,,2,,20,21,,,,,
plant,70,1.0,,3,,20,21,,,,,
truck,71,1.0,1.0,1,15.0,23,23,104.74,0.0,0.0,7.0,78.18
truck,71,1.0,2.0,2,17.0,20,21,54.63,0.0,0.0,5.0,88.62
truck,71,1.0,3.0,3,16.0,20,20,66.66,4.19,1.0,5.0,85.24
truck,71,1.0,4.0,1,16.0,23,23,77.26,0.0,0.0,6.0,83.9
plant,71,1.0,,1,,23,23,,,,,
plant,71,1.0,,2,,20,21,,,,,
plant,71,1.0,,3,,20,20,,,,,
truck,72,1.0,1.0,1,16.0,23,23,63.22,0.0,0.0,4.0,86.83
truck,72,1.0,2.0,2,16.0,20,21,69.14,2.76,3.0,6.0,85.02
truck,72,1.0,3.0,3,16.0,20,20,64.07,0.0,0.0,5.0,86.65
truck,72,1.0,4.0,1,16.0,23,23,93.0,0.0,0.0,8.0,80.62
plant,72,1.0,,1,,23,23,,,,,
plant,72,1.0,,2,,20,21,,,,,
plant,72,1.0,,3,,20,20,,,,,
truck,73,1.0,1.0,1,15.0,22,23,104.78,0.0,0.0,8.0,78.17
truck,73,1.0,2.0,2,17.0,21,21,44.02,4.9,3.0,4.0,89.81
truck,73,1.0,3.0,3,17.0,20,20,34.93,0.0,0.0,3.0,92.72
truck,73,1.0,4.0,1,15.0,22,23,99.67,0.0,0.0,7.0,79.23
plant,73,1.0,,1,,22,23,,,,,
plant,73,1.0,,2,,21,21,,,,,
plant,73,1.0,,3,,20,20,,,,,
truck,74,1.0,1.0,1,16.0,23,23,70.46,0.0,0.0,6.0,85.32
truck,74,1.0,2.0,2,17.0,20,21,54.0,0.0,0.0,4.0,88.75
truck,74,1.0,3.0,3,16.0,20,21,70.61,3.49,2.0,5.0,84.56
truck,74,1.0,4.0,1,16.0,23,23,99.2,0.0,0.0,8.0,79.33
plant,74,1.0,,1,,23,23,,,,,
plant,74,1.0,,2,,20,21,,,,,
plant,74,1.0,,3,,20,21,,,,,
truck,75,1.0,1.0,1,17.0,23,23,54.43,0.0,0.0,5.0,88.66
truck,75,1.0,2.0,2,16.0,21,21,69.7,0.0,0.0,6.0,85.48
truck,75,1.0,3.0,3,16.0,20,20,62.88,3.76,3.0,4.0,86.12
truck,75,1.0,4.0,1,15.0,23,23,103.64,0.0,0.0,7.0,78.41
plant,75,1.0,,1,,23,23,,,,,
plant,75,1.0,,2,,21,21,,,,,
plant,75,1.0,,3,,20,20,,,,,
truck,76,1.0,1.0,1,16.0,23,23,82.64,0.0,0.0,6.0,82.78
truck,76,1.0,2.0,2,16.0,21,21,67.55,0.0,0.0,4.0,85.93
truck,76,1.0,3.0,3,16.0,20,20,81.7,4.26,2.0,7.0,82.09
truck,76,1.0,4.0,1,16.0,23,23,66.32,0.0,0.0,5.0,86.18
plant,76,1.0,,1,,23,23,,,,,
plant,76,1.0,,2,,21,21,,,,,
plant,76,1.0,,3,,20,20,,,,,
truck,77,1.0,1.0,1,17.0,23,23,57.5,0.0,0.0,5.0,88.02
truck,77,1.0,2.0,2,16.0,21,22,66.88,2.65,2.0,5.0,85.52
truck,77,1.0,3.0,3,16.0,20,20,68.15,0.0,0.0,6.0,85.8
truck,77,1.0,4.0,1,16.0,23,23,83.48,0.0,0.0,6.0,82.61
plant,77,1.0,,1,,23,23,,,,,
plant,77,1.0,,2,,21,22,,,,,
plant,77,1.0,,3,,20,20,,,,,
truck,78,1.0,1.0,1,16.0,23,23,84.19,0.0,0.0,7.0,82.46
truck,78,1.0,2.0,2,16.0,21,21,77.23,0.0,0.0,6.0,83.91
truck,78,1.0,3.0,3,15.0,20,20,111.11,3.15,2.0,8.0,76.2
truck,78,1.0,4.0,1,17.0,23,23,22.08,0.0,0.0,2.0,95.4
plant,78,1.0,,1,,23,23,,,,,
plant,78,1.0,,2,,21,21,,,,,
plant,78,1.0,,3,,20,20,,,,,
truck,79,1.0,1.0,1,16.0,23,23,89.74,0.0,0.0,7.0,81.31
truck,79,1.0,2.0,2,16.0,21,22,64.75,3.65,1.0,6.0,85.75
truck,79,1.0,3.0,3,17.0,20,21,62.74,0.0,0.0,5.0,86.93
truck,79,1.0,4.0,1,17.0,23,23,57.65,0.0,0.0,6.0,87.99
plant,79,1.0,,1,,23,23,,,,,
plant,79,1.0,,2,,21,22,,,,,
plant,79,1.0,,3,,20,21,,,,,
truck,80,1.0,1.0,1,16.0,23,23,75.5,0.0,0.0,6.0,84.27
truck,80,1.0,2.0,2,15.0,21,21,119.62,2.91,3.0,7.0,74.47
truck,80,1.0,3.0,3,16.0,19,20,71.21,0.0,0.0,5.0,85.17
truck,80,1.0,4.0,1,17.0,23,23,47.85,0.0,0.0,4.0,90.03
plant,80,1.0,,1,,23,23,,,,,
plant,80,1.0,,2,,21,21,,,,,
plant,80,1.0,,3,,19,20,,,,,
truck,81,1.0,1.0,1,17.0,23,23,43.85,0.0,0.0,4.0,90.87
truck,81,1.0,2.0,2,16.0,20,21,78.25,0.0,0.0,6.0,83.7
truck,81,1.0,3.0,3,16.0,19,20,78.56,3.73,1.0,6.0,82.86
truck,81,1.0,4.0,1,15.0,23,23,106.15,0.0,0.0,7.0,77.89
plant,81,1.0,,1,,23,23,,,,,
plant,81,1.0,,2,,20,21,,,,,
plant,81,1.0,,3,,19,20,,,,,
truck,82,1.0,1.0,1,16.0,24,23,67.95,0.0,0.0,7.0,85.84
truck,82,1.0,2.0,2,17.0,21,21,50.36,0.0,0.0,5.0,89.51
truck,82,1.0,3.0,3,15.0,20,21,113.18,1.67,1.0,9.0,76.07
truck,82,1.0,4.0,1,17.0,24,23,50.76,0.0,0.0,5.0,89.43
plant,82,1.0,,1,,24,23,,,,,
plant,82,1.0,,2,,21,21,,,,,
plant,82,1.0,,3,,20,21,,,,,
truck,83,1.0,1.0,1,16.0,23,23,60.25,0.0,0.0,5.0,87.45
truck,83,1.0,2.0,2,16.0,21,21,78.42,0.0,0.0,7.0,83.66
truck,83,1.0,3.0,3,16.0,20,20,69.32,3.12,1.0,5.0,84.91
truck,83,1.0,4.0,1,16.0,23,23,65.04,0.0,0.0,5.0,86.45
plant,83,1.0,,1,,23,23,,,,,
plant,83,1.0,,2,,21,21,,,,,
plant,83,1.0,,3,,20,20,,,,,
truck,84,1.0,1.0,1,17.0,23,22,54.89,0.0,0.0,5.0,88.56
truck,84,1.0,2.0,2,16.0,21,22,74.32,0.0,0.0,7.0,84.52
truck,84,1.0,3.0,3,15.0,20,21,94.49,5.3,2.0,7.0,79.21
truck,84,1.0,4.0,1,17.0,23,22,44.94,0.0,0.0,4.0,90.64
plant,84,1.0,,1,,23,22,,,,,
plant,84,1.0,,2,,21,22,,,,,
plant,84,1.0,,3,,20,21,,,,,
truck,85,1.0,1.0,1,16.0,23,23,83.49,0.0,0.0,6.0,82.61
truck,85,1.0,2.0,2,15.0,20,21,102.04,0.89,1.0,6.0,78.55
truck,85,1.0,3.0,3,16.0,20,20,88.61,0.0,0.0,7.0,81.54
truck,85,1.0,4.0,1,17.0,23,23,27.57,0.0,0.0,2.0,94.26
plant,85,1.0,,1,,23,23,,,,,
plant,85,1.0,,2,,20,21,,,,,
plant,85,1.0,,3,,20,20,,,,,
truck,86,1.0,1.0,1,16.0,23,23,88.03,0.0,0.0,6.0,81.66
truck,86,1.0,2.0,2,17.0,20,21,29.07,0.0,0.0,2.0,93.94
truck,86,1.0,3.0,3,15.0,20,20,116.51,2.62,1.0,8.0,75.18
truck,86,1.0,4.0,1,16.0,23,23,66.98,0.0,0.0,6.0,86.05
plant,86,1.0,,1,,23,23,,,,,
plant,86,1.0,,2,,20,21,,,,,
plant,86,1.0,,3,,20,20,,,,,
truck,87,1.0,1.0,1,16.0,23,23,75.58,0.0,0.0,7.0,84.25
truck,87,1.0,2.0,2,16.0,21,21,47.6,5.61,3.0,5.0,88.91
truck,87,1.0,3.0,3,17.0,20,21,60.99,0.0,0.0,5.0,87.29
truck,87,1.0,4.0,1,16.0,23,23,88.64,0.0,0.0,7.0,81.53
plant,87,1.0,,1,,23,23,,,,,
plant,87,1.0,,2,,21,21,,,,,
plant,87,1.0,,3,,20,21,,,,,
truck,88,1.0,1.0,1,16.0,23,23,83.61,0.0,0.0,6.0,82.58
truck,88,1.0,2.0,2,16.0,20,21,68.88,0.0,0.0,5.0,85.65
truck,88,1.0,3.0,3,16.0,20,20,81.73,3.3,3.0,5.0,82.29
truck,88,1.0,4.0,1,16.0,23,23,82.34,0.0,0.0,6.0,82.84
plant,88,1.0,,1,,23,23,,,,,
plant,88,1.0,,2,,20,21,,,,,
plant,88,1.0,,3,,20,20,,,,,
truck,89,1.0,1.0,1,15.0,23,23,107.52,0.0,0.0,8.0,77.6
truck,89,1.0,2.0,2,17.0,21,21,47.1,0.0,0.0,4.0,90.19
truck,89,1.0,3.0,3,16.0,19,20,77.44,3.72,1.0,6.0,83.09
truck,89,1.0,4.0,1,16.0,23,23,60.57,0.0,0.0,5.0,87.38
plant,89,1.0,,1,,23,23,,,,,
plant,89,1.0,,2,,21,21,,,,,
plant,89,1.0,,3,,19,20,,,,,
truck,90,1.0,1.0,1,15.0,23,22,101.59,0.0,0.0,6.0,78.84
truck,90,1.0,2.0,2,15.0,20,20,118.61,1.9,2.0,8.0,74.89
truck,90,1.0,3.0,3,16.0,19,20,69.97,0.0,0.0,6.0,85.42
truck,90,1.0,4.0,1,16.0,23,22,51.7,0.0,0.0,4.0,89.23
plant,90,1.0,,1,,23,22,,,,,
plant,90,1.0,,2,,20,20,,,,,
plant,90,1.0,,3,,19,20,,,,,
truck,91,1.0,1.0,1,15.0,23,23,121.42,0.0,0.0,8.0,74.7
truck,91,1.0,2.0,2,16.0,20,21,63.83,0.0,0.0,5.0,86.7
